f_100,d13C_100,dD_100,D13CH3D_100,D12CH2D2_100,f_66,d13C_66,dD_66,D13CH3D_66,D12CH2D2_66,f_33,d13C_33,dD_33,D13CH3D_33,D12CH2D2_33,f_0,d13C_0,dD_0,D13CH3D_0,D12CH2D2_0
0.55122,-27.45121,-50.61407,0.00604,-7.02256,0.55122,-27.19513,-51.86291,1.16104,-7.64577,0.55122,-26.94652,-53.07349,2.28334,-8.25025,0.55122,-26.69785,-54.28253,3.4069,-8.85436
0.55121,-27.45097,-50.61194,0.00599,-7.02282,0.55121,-27.19489,-51.8608,1.161,-7.64603,0.55121,-26.94627,-53.07141,2.28333,-8.25052,0.55121,-26.6976,-54.28047,3.40691,-8.85465
0.55121,-27.45073,-50.60981,0.00594,-7.02307,0.55121,-27.19465,-51.85869,1.16097,-7.64629,0.55121,-26.94603,-53.06932,2.28331,-8.2508,0.55121,-26.69735,-54.27841,3.40691,-8.85493
0.5512,-27.4505,-50.60768,0.00589,-7.02332,0.5512,-27.19441,-51.85658,1.16094,-7.64656,0.5512,-26.94579,-53.06724,2.2833,-8.25107,0.5512,-26.6971,-54.27634,3.40692,-8.85522
0.5512,-27.45026,-50.60554,0.00583,-7.02358,0.5512,-27.19417,-51.85447,1.16091,-7.64682,0.5512,-26.94554,-53.06515,2.28328,-8.25135,0.5512,-26.69686,-54.27428,3.40692,-8.8555
0.55119,-27.45003,-50.60341,0.00578,-7.02383,0.55119,-27.19393,-51.85237,1.16087,-7.64709,0.55119,-26.9453,-53.06306,2.28327,-8.25162,0.55119,-26.69661,-54.27222,3.40693,-8.85579
0.55118,-27.44979,-50.60128,0.00573,-7.02409,0.55118,-27.19369,-51.85026,1.16084,-7.64735,0.55118,-26.94506,-53.06098,2.28326,-8.2519,0.55118,-26.69636,-54.27016,3.40693,-8.85607
0.55118,-27.44956,-50.59915,0.00568,-7.02434,0.55118,-27.19345,-51.84815,1.16081,-7.64762,0.55118,-26.94481,-53.05889,2.28324,-8.25217,0.55118,-26.69611,-54.26809,3.40694,-8.85635
0.55117,-27.44932,-50.59702,0.00563,-7.02459,0.55117,-27.19321,-51.84604,1.16078,-7.64788,0.55117,-26.94457,-53.05681,2.28323,-8.25244,0.55117,-26.69586,-54.26603,3.40694,-8.85664
0.55117,-27.44909,-50.59488,0.00557,-7.02485,0.55117,-27.19297,-51.84393,1.16074,-7.64815,0.55117,-26.94432,-53.05472,2.28322,-8.25272,0.55117,-26.69562,-54.26397,3.40695,-8.85692
0.55116,-27.44885,-50.59275,0.00552,-7.0251,0.55116,-27.19273,-51.84182,1.16071,-7.64841,0.55116,-26.94408,-53.05264,2.2832,-8.25299,0.55116,-26.69537,-54.26191,3.40695,-8.85721
0.55116,-27.44862,-50.59062,0.00547,-7.02536,0.55116,-27.19249,-51.83972,1.16068,-7.64867,0.55116,-26.94384,-53.05055,2.28319,-8.25327,0.55116,-26.69512,-54.25984,3.40696,-8.85749
0.55115,-27.44838,-50.58849,0.00542,-7.02561,0.55115,-27.19225,-51.83761,1.16065,-7.64894,0.55115,-26.94359,-53.04847,2.28317,-8.25354,0.55115,-26.69487,-54.25778,3.40696,-8.85778
0.55115,-27.44815,-50.58636,0.00537,-7.02587,0.55115,-27.19201,-51.8355,1.16061,-7.6492,0.55115,-26.94335,-53.04638,2.28316,-8.25382,0.55115,-26.69462,-54.25572,3.40697,-8.85806
0.55114,-27.44791,-50.58422,0.00531,-7.02612,0.55114,-27.19177,-51.83339,1.16058,-7.64947,0.55114,-26.9431,-53.0443,2.28315,-8.25409,0.55114,-26.69437,-54.25366,3.40697,-8.85835
0.55113,-27.44768,-50.58209,0.00526,-7.02637,0.55113,-27.19153,-51.83128,1.16055,-7.64973,0.55113,-26.94286,-53.04221,2.28313,-8.25437,0.55113,-26.69413,-54.25159,3.40698,-8.85863
0.55113,-27.44744,-50.57996,0.00521,-7.02663,0.55113,-27.19129,-51.82917,1.16051,-7.65,0.55113,-26.94262,-53.04013,2.28312,-8.25464,0.55113,-26.69388,-54.24953,3.40698,-8.85891
0.55112,-27.4472,-50.57783,0.00516,-7.02688,0.55112,-27.19105,-51.82706,1.16048,-7.65026,0.55112,-26.94237,-53.03804,2.2831,-8.25491,0.55112,-26.69363,-54.24747,3.40699,-8.8592
0.55112,-27.44697,-50.57569,0.00511,-7.02714,0.55112,-27.19081,-51.82496,1.16045,-7.65053,0.55112,-26.94213,-53.03595,2.28309,-8.25519,0.55112,-26.69338,-54.24541,3.40699,-8.85948
0.55111,-27.44673,-50.57356,0.00505,-7.02739,0.55111,-27.19057,-51.82285,1.16042,-7.65079,0.55111,-26.94188,-53.03387,2.28308,-8.25546,0.55111,-26.69313,-54.24334,3.407,-8.85977
0.55111,-27.4465,-50.57143,0.005,-7.02765,0.55111,-27.19033,-51.82074,1.16038,-7.65106,0.55111,-26.94164,-53.03178,2.28306,-8.25574,0.55111,-26.69289,-54.24128,3.407,-8.86005
0.5511,-27.44626,-50.5693,0.00495,-7.0279,0.5511,-27.19009,-51.81863,1.16035,-7.65132,0.5511,-26.9414,-53.0297,2.28305,-8.25601,0.5511,-26.69264,-54.23922,3.40701,-8.86034
0.5511,-27.44603,-50.56717,0.0049,-7.02815,0.5511,-27.18985,-51.81652,1.16032,-7.65158,0.5511,-26.94115,-53.02761,2.28304,-8.25629,0.5511,-26.69239,-54.23716,3.40701,-8.86062
0.55109,-27.44579,-50.56503,0.00485,-7.02841,0.55109,-27.18961,-51.81441,1.16029,-7.65185,0.55109,-26.94091,-53.02553,2.28302,-8.25656,0.55109,-26.69214,-54.23509,3.40702,-8.8609
0.55108,-27.44556,-50.5629,0.00479,-7.02866,0.55108,-27.18937,-51.81231,1.16025,-7.65211,0.55108,-26.94066,-53.02344,2.28301,-8.25684,0.55108,-26.69189,-54.23303,3.40702,-8.86119
0.55108,-27.44532,-50.56077,0.00474,-7.02892,0.55108,-27.18913,-51.8102,1.16022,-7.65238,0.55108,-26.94042,-53.02136,2.28299,-8.25711,0.55108,-26.69164,-54.23097,3.40703,-8.86147
0.55107,-27.44509,-50.55864,0.00469,-7.02917,0.55107,-27.18889,-51.80809,1.16019,-7.65264,0.55107,-26.94018,-53.01927,2.28298,-8.25738,0.55107,-26.6914,-54.22891,3.40703,-8.86176
0.55107,-27.44485,-50.5565,0.00464,-7.02942,0.55107,-27.18865,-51.80598,1.16016,-7.65291,0.55107,-26.93993,-53.01718,2.28297,-8.25766,0.55107,-26.69115,-54.22684,3.40704,-8.86204
0.55106,-27.44462,-50.55437,0.00459,-7.02968,0.55106,-27.18841,-51.80387,1.16012,-7.65317,0.55106,-26.93969,-53.0151,2.28295,-8.25793,0.55106,-26.6909,-54.22478,3.40704,-8.86233
0.55106,-27.44438,-50.55224,0.00453,-7.02993,0.55106,-27.18817,-51.80176,1.16009,-7.65344,0.55106,-26.93944,-53.01301,2.28294,-8.25821,0.55106,-26.69065,-54.22272,3.40705,-8.86261
0.55105,-27.44415,-50.55011,0.00448,-7.03019,0.55105,-27.18793,-51.79965,1.16006,-7.6537,0.55105,-26.9392,-53.01093,2.28292,-8.25848,0.55105,-26.6904,-54.22066,3.40705,-8.8629
0.55105,-27.44391,-50.54798,0.00443,-7.03044,0.55105,-27.18769,-51.79755,1.16002,-7.65396,0.55105,-26.93896,-53.00884,2.28291,-8.25876,0.55105,-26.69016,-54.21859,3.40706,-8.86318
0.55104,-27.44367,-50.54584,0.00438,-7.0307,0.55104,-27.18745,-51.79544,1.15999,-7.65423,0.55104,-26.93871,-53.00676,2.2829,-8.25903,0.55104,-26.68991,-54.21653,3.40706,-8.86346
0.55104,-27.44344,-50.54371,0.00433,-7.03095,0.55104,-27.18722,-51.79333,1.15996,-7.65449,0.55104,-26.93847,-53.00467,2.28288,-8.25931,0.55104,-26.68966,-54.21447,3.40707,-8.86375
0.55103,-27.4432,-50.54158,0.00427,-7.0312,0.55103,-27.18698,-51.79122,1.15993,-7.65476,0.55103,-26.93823,-53.00259,2.28287,-8.25958,0.55103,-26.68941,-54.21241,3.40707,-8.86403
0.55102,-27.44297,-50.53945,0.00422,-7.03146,0.55102,-27.18674,-51.78911,1.15989,-7.65502,0.55102,-26.93798,-53.0005,2.28286,-8.25985,0.55102,-26.68916,-54.21034,3.40708,-8.86432
0.55102,-27.44273,-50.53731,0.00417,-7.03171,0.55102,-27.1865,-51.787,1.15986,-7.65529,0.55102,-26.93774,-52.99842,2.28284,-8.26013,0.55102,-26.68891,-54.20828,3.40708,-8.8646
0.55101,-27.4425,-50.53518,0.00412,-7.03197,0.55101,-27.18626,-51.78489,1.15983,-7.65555,0.55101,-26.93749,-52.99633,2.28283,-8.2604,0.55101,-26.68867,-54.20622,3.40709,-8.86489
0.55101,-27.44226,-50.53305,0.00407,-7.03222,0.55101,-27.18602,-51.78279,1.1598,-7.65582,0.55101,-26.93725,-52.99424,2.28281,-8.26068,0.55101,-26.68842,-54.20415,3.40709,-8.86517
0.551,-27.44203,-50.53092,0.00401,-7.03247,0.551,-27.18578,-51.78068,1.15976,-7.65608,0.551,-26.93701,-52.99216,2.2828,-8.26095,0.551,-26.68817,-54.20209,3.4071,-8.86546
0.551,-27.44179,-50.52878,0.00396,-7.03273,0.551,-27.18554,-51.77857,1.15973,-7.65634,0.551,-26.93676,-52.99007,2.28279,-8.26123,0.551,-26.68792,-54.20003,3.4071,-8.86574
0.55099,-27.44156,-50.52665,0.00391,-7.03298,0.55099,-27.1853,-51.77646,1.1597,-7.65661,0.55099,-26.93652,-52.98799,2.28277,-8.2615,0.55099,-26.68767,-54.19797,3.40711,-8.86602
0.55099,-27.44132,-50.52452,0.00386,-7.03324,0.55099,-27.18506,-51.77435,1.15967,-7.65687,0.55099,-26.93627,-52.9859,2.28276,-8.26178,0.55099,-26.68743,-54.1959,3.40711,-8.86631
0.55098,-27.44109,-50.52239,0.00381,-7.03349,0.55098,-27.18482,-51.77224,1.15963,-7.65714,0.55098,-26.93603,-52.98382,2.28274,-8.26205,0.55098,-26.68718,-54.19384,3.40712,-8.86659
0.55097,-27.44085,-50.52026,0.00375,-7.03375,0.55097,-27.18458,-51.77013,1.1596,-7.6574,0.55097,-26.93579,-52.98173,2.28273,-8.26232,0.55097,-26.68693,-54.19178,3.40712,-8.86688
0.55097,-27.44062,-50.51812,0.0037,-7.034,0.55097,-27.18434,-51.76803,1.15957,-7.65767,0.55097,-26.93554,-52.97965,2.28272,-8.2626,0.55097,-26.68668,-54.18972,3.40713,-8.86716
0.55096,-27.44038,-50.51599,0.00365,-7.03425,0.55096,-27.1841,-51.76592,1.15953,-7.65793,0.55096,-26.9353,-52.97756,2.2827,-8.26287,0.55096,-26.68643,-54.18765,3.40713,-8.86745
0.55096,-27.44014,-50.51386,0.0036,-7.03451,0.55096,-27.18386,-51.76381,1.1595,-7.6582,0.55096,-26.93505,-52.97547,2.28269,-8.26315,0.55096,-26.68618,-54.18559,3.40714,-8.86773
0.55095,-27.43991,-50.51173,0.00355,-7.03476,0.55095,-27.18362,-51.7617,1.15947,-7.65846,0.55095,-26.93481,-52.97339,2.28268,-8.26342,0.55095,-26.68594,-54.18353,3.40714,-8.86802
0.55095,-27.43967,-50.50959,0.00349,-7.03502,0.55095,-27.18338,-51.75959,1.15944,-7.65872,0.55095,-26.93457,-52.9713,2.28266,-8.2637,0.55095,-26.68569,-54.18147,3.40715,-8.8683
0.55094,-27.43944,-50.50746,0.00344,-7.03527,0.55094,-27.18314,-51.75748,1.1594,-7.65899,0.55094,-26.93432,-52.96922,2.28265,-8.26397,0.55094,-26.68544,-54.1794,3.40715,-8.86858
0.55094,-27.4392,-50.50533,0.00339,-7.03552,0.55094,-27.1829,-51.75537,1.15937,-7.65925,0.55094,-26.93408,-52.96713,2.28263,-8.26425,0.55094,-26.68519,-54.17734,3.40716,-8.86887
0.55093,-27.43897,-50.5032,0.00334,-7.03578,0.55093,-27.18266,-51.75327,1.15934,-7.65952,0.55093,-26.93383,-52.96505,2.28262,-8.26452,0.55093,-26.68494,-54.17528,3.40716,-8.86915
0.55093,-27.43873,-50.50106,0.00329,-7.03603,0.55093,-27.18242,-51.75116,1.15931,-7.65978,0.55093,-26.93359,-52.96296,2.28261,-8.26479,0.55093,-26.6847,-54.17322,3.40717,-8.86944
0.55092,-27.4385,-50.49893,0.00323,-7.03629,0.55092,-27.18218,-51.74905,1.15927,-7.66005,0.55092,-26.93335,-52.96087,2.28259,-8.26507,0.55092,-26.68445,-54.17115,3.40717,-8.86972
0.55091,-27.43826,-50.4968,0.00318,-7.03654,0.55091,-27.18194,-51.74694,1.15924,-7.66031,0.55091,-26.9331,-52.95879,2.28258,-8.26534,0.55091,-26.6842,-54.16909,3.40718,-8.87001
0.55091,-27.43803,-50.49467,0.00313,-7.0368,0.55091,-27.1817,-51.74483,1.15921,-7.66058,0.55091,-26.93286,-52.9567,2.28256,-8.26562,0.55091,-26.68395,-54.16703,3.40718,-8.87029
0.5509,-27.43779,-50.49253,0.00308,-7.03705,0.5509,-27.18146,-51.74272,1.15918,-7.66084,0.5509,-26.93261,-52.95462,2.28255,-8.26589,0.5509,-26.6837,-54.16496,3.40719,-8.87058
0.5509,-27.43756,-50.4904,0.00303,-7.0373,0.5509,-27.18122,-51.74061,1.15914,-7.66111,0.5509,-26.93237,-52.95253,2.28254,-8.26617,0.5509,-26.68345,-54.1629,3.40719,-8.87086
0.55089,-27.43732,-50.48827,0.00297,-7.03756,0.55089,-27.18098,-51.73851,1.15911,-7.66137,0.55089,-26.93213,-52.95045,2.28252,-8.26644,0.55089,-26.68321,-54.16084,3.4072,-8.87114
0.55089,-27.43709,-50.48614,0.00292,-7.03781,0.55089,-27.18074,-51.7364,1.15908,-7.66163,0.55089,-26.93188,-52.94836,2.28251,-8.26672,0.55089,-26.68296,-54.15878,3.4072,-8.87143
0.55088,-27.43685,-50.484,0.00287,-7.03807,0.55088,-27.1805,-51.73429,1.15905,-7.6619,0.55088,-26.93164,-52.94628,2.2825,-8.26699,0.55088,-26.68271,-54.15671,3.40721,-8.87171
0.55088,-27.43661,-50.48187,0.00282,-7.03832,0.55088,-27.18026,-51.73218,1.15901,-7.66216,0.55088,-26.93139,-52.94419,2.28248,-8.26726,0.55088,-26.68246,-54.15465,3.40721,-8.872
0.55087,-27.43638,-50.47974,0.00277,-7.03857,0.55087,-27.18002,-51.73007,1.15898,-7.66243,0.55087,-26.93115,-52.9421,2.28247,-8.26754,0.55087,-26.68221,-54.15259,3.40722,-8.87228
0.55086,-27.43614,-50.47761,0.00271,-7.03883,0.55086,-27.17978,-51.72796,1.15895,-7.66269,0.55086,-26.93091,-52.94002,2.28245,-8.26781,0.55086,-26.68197,-54.15053,3.40722,-8.87257
0.55086,-27.43591,-50.47548,0.00266,-7.03908,0.55086,-27.17954,-51.72585,1.15891,-7.66296,0.55086,-26.93066,-52.93793,2.28244,-8.26809,0.55086,-26.68172,-54.14846,3.40723,-8.87285
0.55085,-27.43567,-50.47334,0.00261,-7.03934,0.55085,-27.17931,-51.72374,1.15888,-7.66322,0.55085,-26.93042,-52.93585,2.28243,-8.26836,0.55085,-26.68147,-54.1464,3.40723,-8.87314
0.55085,-27.43544,-50.47121,0.00256,-7.03959,0.55085,-27.17907,-51.72164,1.15885,-7.66349,0.55085,-26.93018,-52.93376,2.28241,-8.26864,0.55085,-26.68122,-54.14434,3.40724,-8.87342
0.55084,-27.4352,-50.46908,0.00251,-7.03985,0.55084,-27.17883,-51.71953,1.15882,-7.66375,0.55084,-26.92993,-52.93168,2.2824,-8.26891,0.55084,-26.68097,-54.14227,3.40724,-8.8737
0.55084,-27.43497,-50.46695,0.00245,-7.0401,0.55084,-27.17859,-51.71742,1.15878,-7.66401,0.55084,-26.92969,-52.92959,2.28238,-8.26919,0.55084,-26.68072,-54.14021,3.40725,-8.87399
0.55083,-27.43473,-50.46481,0.0024,-7.04035,0.55083,-27.17835,-51.71531,1.15875,-7.66428,0.55083,-26.92944,-52.9275,2.28237,-8.26946,0.55083,-26.68048,-54.13815,3.40725,-8.87427
0.55083,-27.4345,-50.46268,0.00235,-7.04061,0.55083,-27.17811,-51.7132,1.15872,-7.66454,0.55083,-26.9292,-52.92542,2.28236,-8.26973,0.55083,-26.68023,-54.13609,3.40726,-8.87456
0.55082,-27.43426,-50.46055,0.0023,-7.04086,0.55082,-27.17787,-51.71109,1.15869,-7.66481,0.55082,-26.92896,-52.92333,2.28234,-8.27001,0.55082,-26.67998,-54.13402,3.40726,-8.87484
0.55082,-27.43403,-50.45842,0.00225,-7.04112,0.55081,-27.17763,-51.70898,1.15865,-7.66507,0.55081,-26.92871,-52.92125,2.28233,-8.27028,0.55081,-26.67973,-54.13196,3.40727,-8.87513
0.55081,-27.43379,-50.45628,0.00219,-7.04137,0.55081,-27.17739,-51.70688,1.15862,-7.66534,0.55081,-26.92847,-52.91916,2.28232,-8.27056,0.55081,-26.67948,-54.1299,3.40727,-8.87541
0.5508,-27.43356,-50.45415,0.00214,-7.04162,0.5508,-27.17715,-51.70477,1.15859,-7.6656,0.5508,-26.92822,-52.91708,2.2823,-8.27083,0.5508,-26.67924,-54.12784,3.40728,-8.8757
0.5508,-27.43332,-50.45202,0.00209,-7.04188,0.5508,-27.17691,-51.70266,1.15856,-7.66587,0.5508,-26.92798,-52.91499,2.28229,-8.27111,0.5508,-26.67899,-54.12577,3.40728,-8.87598
0.55079,-27.43308,-50.44989,0.00204,-7.04213,0.55079,-27.17667,-51.70055,1.15852,-7.66613,0.55079,-26.92774,-52.9129,2.28227,-8.27138,0.55079,-26.67874,-54.12371,3.40729,-8.87626
0.55079,-27.43285,-50.44775,0.00199,-7.04239,0.55079,-27.17643,-51.69844,1.15849,-7.66639,0.55079,-26.92749,-52.91082,2.28226,-8.27166,0.55079,-26.67849,-54.12165,3.40729,-8.87655
0.55078,-27.43261,-50.44562,0.00193,-7.04264,0.55078,-27.17619,-51.69633,1.15846,-7.66666,0.55078,-26.92725,-52.90873,2.28225,-8.27193,0.55078,-26.67824,-54.11958,3.4073,-8.87683
0.55078,-27.43238,-50.44349,0.00188,-7.0429,0.55078,-27.17595,-51.69422,1.15842,-7.66692,0.55078,-26.927,-52.90665,2.28223,-8.27221,0.55078,-26.678,-54.11752,3.4073,-8.87712
0.55077,-27.43214,-50.44136,0.00183,-7.04315,0.55077,-27.17571,-51.69211,1.15839,-7.66719,0.55077,-26.92676,-52.90456,2.28222,-8.27248,0.55077,-26.67775,-54.11546,3.40731,-8.8774
0.55077,-27.43191,-50.43922,0.00178,-7.0434,0.55077,-27.17547,-51.69001,1.15836,-7.66745,0.55077,-26.92652,-52.90248,2.2822,-8.27275,0.55077,-26.6775,-54.1134,3.40731,-8.87769
0.55076,-27.43167,-50.43709,0.00173,-7.04366,0.55076,-27.17523,-51.6879,1.15833,-7.66772,0.55076,-26.92627,-52.90039,2.28219,-8.27303,0.55076,-26.67725,-54.11133,3.40732,-8.87797
0.55075,-27.43144,-50.43496,0.00167,-7.04391,0.55075,-27.17499,-51.68579,1.15829,-7.66798,0.55075,-26.92603,-52.8983,2.28218,-8.2733,0.55075,-26.677,-54.10927,3.40732,-8.87826
0.55075,-27.4312,-50.43283,0.00162,-7.04417,0.55075,-27.17475,-51.68368,1.15826,-7.66825,0.55075,-26.92578,-52.89622,2.28216,-8.27358,0.55075,-26.67675,-54.10721,3.40733,-8.87854
0.55074,-27.43097,-50.43069,0.00157,-7.04442,0.55074,-27.17451,-51.68157,1.15823,-7.66851,0.55074,-26.92554,-52.89413,2.28215,-8.27385,0.55074,-26.67651,-54.10514,3.40733,-8.87882
0.55074,-27.43073,-50.42856,0.00152,-7.04467,0.55074,-27.17427,-51.67946,1.1582,-7.66877,0.55074,-26.9253,-52.89205,2.28214,-8.27413,0.55074,-26.67626,-54.10308,3.40734,-8.87911
0.55073,-27.4305,-50.42643,0.00147,-7.04493,0.55073,-27.17403,-51.67735,1.15816,-7.66904,0.55073,-26.92505,-52.88996,2.28212,-8.2744,0.55073,-26.67601,-54.10102,3.40734,-8.87939
0.55073,-27.43026,-50.4243,0.00141,-7.04518,0.55073,-27.17379,-51.67524,1.15813,-7.6693,0.55073,-26.92481,-52.88788,2.28211,-8.27468,0.55073,-26.67576,-54.09896,3.40735,-8.87968
0.55072,-27.43002,-50.42216,0.00136,-7.04544,0.55072,-27.17355,-51.67313,1.1581,-7.66957,0.55072,-26.92456,-52.88579,2.28209,-8.27495,0.55072,-26.67551,-54.09689,3.40735,-8.87996
0.55072,-27.42979,-50.42003,0.00131,-7.04569,0.55072,-27.17331,-51.67103,1.15807,-7.66983,0.55072,-26.92432,-52.8837,2.28208,-8.27522,0.55072,-26.67527,-54.09483,3.40736,-8.88025
0.55071,-27.42955,-50.4179,0.00126,-7.04595,0.55071,-27.17307,-51.66892,1.15803,-7.6701,0.55071,-26.92408,-52.88162,2.28207,-8.2755,0.55071,-26.67502,-54.09277,3.40736,-8.88053
0.5507,-27.42932,-50.41576,0.00121,-7.0462,0.5507,-27.17283,-51.66681,1.158,-7.67036,0.5507,-26.92383,-52.87953,2.28205,-8.27577,0.5507,-26.67477,-54.09071,3.40737,-8.88081
0.5507,-27.42908,-50.41363,0.00115,-7.04645,0.5507,-27.17259,-51.6647,1.15797,-7.67063,0.5507,-26.92359,-52.87745,2.28204,-8.27605,0.5507,-26.67452,-54.08864,3.40737,-8.8811
0.55069,-27.42885,-50.4115,0.0011,-7.04671,0.55069,-27.17235,-51.66259,1.15793,-7.67089,0.55069,-26.92334,-52.87536,2.28202,-8.27632,0.55069,-26.67427,-54.08658,3.40738,-8.88138
0.55069,-27.42861,-50.40937,0.00105,-7.04696,0.55069,-27.17211,-51.66048,1.1579,-7.67116,0.55069,-26.9231,-52.87327,2.28201,-8.2766,0.55069,-26.67402,-54.08452,3.40738,-8.88167
0.55068,-27.42838,-50.40723,0.001,-7.04722,0.55068,-27.17187,-51.65837,1.15787,-7.67142,0.55068,-26.92286,-52.87119,2.282,-8.27687,0.55068,-26.67378,-54.08245,3.40739,-8.88195
0.55068,-27.42814,-50.4051,0.00095,-7.04747,0.55068,-27.17163,-51.65626,1.15784,-7.67168,0.55068,-26.92261,-52.8691,2.28198,-8.27715,0.55068,-26.67353,-54.08039,3.40739,-8.88224
0.55067,-27.42791,-50.40297,0.00089,-7.04772,0.55067,-27.17139,-51.65416,1.1578,-7.67195,0.55067,-26.92237,-52.86702,2.28197,-8.27742,0.55067,-26.67328,-54.07833,3.4074,-8.88252
0.55067,-27.42767,-50.40084,0.00084,-7.04798,0.55067,-27.17116,-51.65205,1.15777,-7.67221,0.55067,-26.92213,-52.86493,2.28196,-8.27769,0.55067,-26.67303,-54.07627,3.4074,-8.88281
0.55066,-27.42744,-50.3987,0.00079,-7.04823,0.55066,-27.17092,-51.64994,1.15774,-7.67248,0.55066,-26.92188,-52.86285,2.28194,-8.27797,0.55066,-26.67278,-54.0742,3.40741,-8.88309
0.55066,-27.4272,-50.39657,0.00074,-7.04849,0.55066,-27.17068,-51.64783,1.15771,-7.67274,0.55066,-26.92164,-52.86076,2.28193,-8.27824,0.55066,-26.67254,-54.07214,3.40741,-8.88337
0.55065,-27.42697,-50.39444,0.00069,-7.04874,0.55065,-27.17044,-51.64572,1.15767,-7.67301,0.55065,-26.92139,-52.85867,2.28191,-8.27852,0.55065,-26.67229,-54.07008,3.40742,-8.88366
0.55064,-27.42673,-50.39231,0.00063,-7.049,0.55064,-27.1702,-51.64361,1.15764,-7.67327,0.55064,-26.92115,-52.85659,2.2819,-8.27879,0.55064,-26.67204,-54.06801,3.40742,-8.88394
0.55064,-27.42649,-50.39017,0.00058,-7.04925,0.55064,-27.16996,-51.6415,1.15761,-7.67354,0.55064,-26.92091,-52.8545,2.28189,-8.27907,0.55064,-26.67179,-54.06595,3.40743,-8.88423
0.55063,-27.42626,-50.38804,0.00053,-7.0495,0.55063,-27.16972,-51.63939,1.15758,-7.6738,0.55063,-26.92066,-52.85242,2.28187,-8.27934,0.55063,-26.67154,-54.06389,3.40743,-8.88451
0.55063,-27.42602,-50.38591,0.00048,-7.04976,0.55063,-27.16948,-51.63728,1.15754,-7.67406,0.55063,-26.92042,-52.85033,2.28186,-8.27962,0.55063,-26.67129,-54.06182,3.40744,-8.8848
0.55062,-27.42579,-50.38378,0.00043,-7.05001,0.55062,-27.16924,-51.63518,1.15751,-7.67433,0.55062,-26.92017,-52.84824,2.28184,-8.27989,0.55062,-26.67105,-54.05976,3.40744,-8.88508
0.55062,-27.42555,-50.38164,0.00037,-7.05027,0.55062,-27.169,-51.63307,1.15748,-7.67459,0.55062,-26.91993,-52.84616,2.28183,-8.28016,0.55062,-26.6708,-54.0577,3.40745,-8.88537
0.55061,-27.42532,-50.37951,0.00032,-7.05052,0.55061,-27.16876,-51.63096,1.15745,-7.67486,0.55061,-26.91969,-52.84407,2.28182,-8.28044,0.55061,-26.67055,-54.05564,3.40745,-8.88565
0.55061,-27.42508,-50.37738,0.00027,-7.05077,0.55061,-27.16852,-51.62885,1.15741,-7.67512,0.55061,-26.91944,-52.84199,2.2818,-8.28071,0.55061,-26.6703,-54.05357,3.40746,-8.88593
0.5506,-27.42485,-50.37525,0.00022,-7.05103,0.5506,-27.16828,-51.62674,1.15738,-7.67539,0.5506,-26.9192,-52.8399,2.28179,-8.28099,0.5506,-26.67005,-54.05151,3.40746,-8.88622
0.55059,-27.42461,-50.37311,0.00017,-7.05128,0.55059,-27.16804,-51.62463,1.15735,-7.67565,0.55059,-26.91895,-52.83782,2.28178,-8.28126,0.55059,-26.66981,-54.04945,3.40747,-8.8865
0.55059,-27.42438,-50.37098,0.00011,-7.05154,0.55059,-27.1678,-51.62252,1.15731,-7.67592,0.55059,-26.91871,-52.83573,2.28176,-8.28154,0.55059,-26.66956,-54.04738,3.40747,-8.88679
0.55058,-27.42414,-50.36885,0.00006,-7.05179,0.55058,-27.16756,-51.62041,1.15728,-7.67618,0.55058,-26.91847,-52.83364,2.28175,-8.28181,0.55058,-26.66931,-54.04532,3.40748,-8.88707
0.55058,-27.42391,-50.36671,0.00001,-7.05205,0.55058,-27.16732,-51.6183,1.15725,-7.67644,0.55058,-26.91822,-52.83156,2.28173,-8.28209,0.55058,-26.66906,-54.04326,3.40748,-8.88736
0.55057,-27.42367,-50.36458,-0.00004,-7.0523,0.55057,-27.16708,-51.6162,1.15722,-7.67671,0.55057,-26.91798,-52.82947,2.28172,-8.28236,0.55057,-26.66881,-54.0412,3.40749,-8.88764
0.55057,-27.42344,-50.36245,-0.00009,-7.05255,0.55057,-27.16684,-51.61409,1.15718,-7.67697,0.55057,-26.91773,-52.82739,2.28171,-8.28263,0.55057,-26.66856,-54.03913,3.40749,-8.88793
0.55056,-27.4232,-50.36032,-0.00015,-7.05281,0.55056,-27.1666,-51.61198,1.15715,-7.67724,0.55056,-26.91749,-52.8253,2.28169,-8.28291,0.55056,-26.66832,-54.03707,3.4075,-8.88821
0.55056,-27.42296,-50.35818,-0.0002,-7.05306,0.55056,-27.16636,-51.60987,1.15712,-7.6775,0.55056,-26.91725,-52.82321,2.28168,-8.28318,0.55056,-26.66807,-54.03501,3.4075,-8.88849
0.55055,-27.42273,-50.35605,-0.00025,-7.05332,0.55055,-27.16612,-51.60776,1.15709,-7.67777,0.55055,-26.917,-52.82113,2.28167,-8.28346,0.55055,-26.66782,-54.03294,3.40751,-8.88878
0.55055,-27.42249,-50.35392,-0.0003,-7.05357,0.55055,-27.16588,-51.60565,1.15705,-7.67803,0.55055,-26.91676,-52.81904,2.28165,-8.28373,0.55055,-26.66757,-54.03088,3.40751,-8.88906
