f_100,d13C_100,dD_100,D13CH3D_100,D12CH2D2_100,f_66,d13C_66,dD_66,D13CH3D_66,D12CH2D2_66,f_33,d13C_33,dD_33,D13CH3D_33,D12CH2D2_33,f_0,d13C_0,dD_0,D13CH3D_0,D12CH2D2_0
0.99877,-41.3406,-169.26244,3.1017,8.20267,0.99877,-41.34007,-169.26465,3.10409,8.20135,0.99877,-41.33956,-169.26685,3.10641,8.20008,0.99877,-41.33906,-169.26904,3.10873,8.19881
0.99876,-41.34036,-169.26058,3.10165,8.20242,0.99876,-41.33983,-169.26281,3.10406,8.20108,0.99876,-41.33932,-169.26502,3.1064,8.1998,0.99876,-41.33881,-169.26723,3.10874,8.19852
0.99875,-41.34013,-169.25871,3.1016,8.20216,0.99875,-41.3396,-169.26096,3.10403,8.20081,0.99875,-41.33908,-169.26319,3.10639,8.19952,0.99875,-41.33857,-169.26541,3.10874,8.19823
0.99874,-41.3399,-169.25685,3.10155,8.2019,0.99874,-41.33936,-169.25911,3.10399,8.20054,0.99874,-41.33884,-169.26136,3.10637,8.19924,0.99874,-41.33832,-169.2636,3.10875,8.19794
0.99873,-41.33967,-169.25498,3.1015,8.20164,0.99873,-41.33912,-169.25727,3.10396,8.20027,0.99873,-41.3386,-169.25953,3.10636,8.19896,0.99873,-41.33808,-169.26179,3.10875,8.19765
0.99872,-41.33944,-169.25311,3.10144,8.20138,0.99872,-41.33889,-169.25542,3.10393,8.2,0.99872,-41.33836,-169.2577,3.10634,8.19868,0.99872,-41.33784,-169.25998,3.10876,8.19736
0.99871,-41.33921,-169.25125,3.10139,8.20113,0.99871,-41.33865,-169.25357,3.1039,8.19974,0.99871,-41.33812,-169.25587,3.10633,8.19841,0.99871,-41.33759,-169.25817,3.10876,8.19708
0.9987,-41.33897,-169.24938,3.10134,8.20087,0.9987,-41.33842,-169.25172,3.10386,8.19947,0.9987,-41.33788,-169.25404,3.10632,8.19813,0.9987,-41.33735,-169.25636,3.10877,8.19679
0.99869,-41.33874,-169.24752,3.10129,8.20061,0.99869,-41.33818,-169.24988,3.10383,8.1992,0.99869,-41.33764,-169.25221,3.1063,8.19785,0.99869,-41.3371,-169.25454,3.10877,8.1965
0.99868,-41.33851,-169.24565,3.10124,8.20035,0.99868,-41.33794,-169.24803,3.1038,8.19893,0.99868,-41.3374,-169.25038,3.10629,8.19757,0.99868,-41.33686,-169.25273,3.10878,8.19621
0.99867,-41.33828,-169.24379,3.10118,8.20009,0.99867,-41.33771,-169.24618,3.10377,8.19866,0.99867,-41.33716,-169.24855,3.10627,8.19729,0.99867,-41.33661,-169.25092,3.10878,8.19592
0.99866,-41.33805,-169.24192,3.10113,8.19983,0.99866,-41.33747,-169.24433,3.10373,8.19839,0.99866,-41.33692,-169.24672,3.10626,8.19701,0.99866,-41.33637,-169.24911,3.10879,8.19563
0.99865,-41.33781,-169.24005,3.10108,8.19958,0.99865,-41.33723,-169.24249,3.1037,8.19812,0.99865,-41.33668,-169.24489,3.10625,8.19673,0.99865,-41.33612,-169.2473,3.10879,8.19534
0.99864,-41.33758,-169.23819,3.10103,8.19932,0.99864,-41.337,-169.24064,3.10367,8.19786,0.99864,-41.33644,-169.24306,3.10623,8.19645,0.99864,-41.33588,-169.24549,3.1088,8.19505
0.99863,-41.33735,-169.23632,3.10097,8.19906,0.99863,-41.33676,-169.23879,3.10363,8.19759,0.99863,-41.3362,-169.24123,3.10622,8.19617,0.99863,-41.33564,-169.24367,3.1088,8.19476
0.99862,-41.33712,-169.23446,3.10092,8.1988,0.99862,-41.33653,-169.23694,3.1036,8.19732,0.99862,-41.33596,-169.2394,3.10621,8.19589,0.99862,-41.33539,-169.24186,3.10881,8.19447
0.99861,-41.33689,-169.23259,3.10087,8.19854,0.99861,-41.33629,-169.2351,3.10357,8.19705,0.99861,-41.33572,-169.23757,3.10619,8.19562,0.99861,-41.33515,-169.24005,3.10881,8.19418
0.9986,-41.33665,-169.23073,3.10082,8.19829,0.9986,-41.33605,-169.23325,3.10354,8.19678,0.9986,-41.33548,-169.23574,3.10618,8.19534,0.9986,-41.3349,-169.23824,3.10882,8.19389
0.99859,-41.33642,-169.22886,3.10077,8.19803,0.99859,-41.33582,-169.2314,3.1035,8.19651,0.99859,-41.33524,-169.23391,3.10616,8.19506,0.99859,-41.33466,-169.23643,3.10882,8.1936
0.99858,-41.33619,-169.22699,3.10071,8.19777,0.99858,-41.33558,-169.22956,3.10347,8.19624,0.99858,-41.335,-169.23209,3.10615,8.19478,0.99858,-41.33441,-169.23462,3.10883,8.19331
0.99857,-41.33596,-169.22513,3.10066,8.19751,0.99857,-41.33535,-169.22771,3.10344,8.19597,0.99857,-41.33476,-169.23026,3.10614,8.1945,0.99857,-41.33417,-169.2328,3.10883,8.19302
0.99856,-41.33573,-169.22326,3.10061,8.19725,0.99856,-41.33511,-169.22586,3.10341,8.19571,0.99856,-41.33452,-169.22843,3.10612,8.19422,0.99856,-41.33392,-169.23099,3.10884,8.19274
0.99855,-41.33549,-169.2214,3.10056,8.197,0.99855,-41.33487,-169.22401,3.10337,8.19544,0.99855,-41.33428,-169.2266,3.10611,8.19394,0.99855,-41.33368,-169.22918,3.10884,8.19245
0.99854,-41.33526,-169.21953,3.1005,8.19674,0.99854,-41.33464,-169.22217,3.10334,8.19517,0.99854,-41.33404,-169.22477,3.10609,8.19366,0.99854,-41.33344,-169.22737,3.10885,8.19216
0.99853,-41.33503,-169.21767,3.10045,8.19648,0.99853,-41.3344,-169.22032,3.10331,8.1949,0.99853,-41.3338,-169.22294,3.10608,8.19338,0.99853,-41.33319,-169.22556,3.10885,8.19187
0.99852,-41.3348,-169.2158,3.1004,8.19622,0.99852,-41.33416,-169.21847,3.10327,8.19463,0.99852,-41.33356,-169.22111,3.10607,8.1931,0.99852,-41.33295,-169.22375,3.10886,8.19158
0.99851,-41.33457,-169.21393,3.10035,8.19596,0.99851,-41.33393,-169.21662,3.10324,8.19436,0.99851,-41.33332,-169.21928,3.10605,8.19283,0.99851,-41.3327,-169.22193,3.10886,8.19129
0.9985,-41.33433,-169.21207,3.1003,8.19571,0.9985,-41.33369,-169.21478,3.10321,8.19409,0.9985,-41.33307,-169.21745,3.10604,8.19255,0.9985,-41.33246,-169.22012,3.10887,8.191
0.99849,-41.3341,-169.2102,3.10024,8.19545,0.99849,-41.33346,-169.21293,3.10318,8.19382,0.99849,-41.33283,-169.21562,3.10603,8.19227,0.99849,-41.33221,-169.21831,3.10887,8.19071
0.99848,-41.33387,-169.20834,3.10019,8.19519,0.99848,-41.33322,-169.21108,3.10314,8.19356,0.99848,-41.33259,-169.21379,3.10601,8.19199,0.99848,-41.33197,-169.2165,3.10888,8.19042
0.99847,-41.33364,-169.20647,3.10014,8.19493,0.99847,-41.33298,-169.20923,3.10311,8.19329,0.99847,-41.33235,-169.21196,3.106,8.19171,0.99847,-41.33172,-169.21469,3.10888,8.19013
0.99846,-41.33341,-169.20461,3.10009,8.19467,0.99846,-41.33275,-169.20739,3.10308,8.19302,0.99846,-41.33211,-169.21013,3.10598,8.19143,0.99846,-41.33148,-169.21287,3.10889,8.18984
0.99845,-41.33317,-169.20274,3.10004,8.19442,0.99845,-41.33251,-169.20554,3.10305,8.19275,0.99845,-41.33187,-169.2083,3.10597,8.19115,0.99845,-41.33124,-169.21106,3.10889,8.18955
0.99844,-41.33294,-169.20087,3.09998,8.19416,0.99844,-41.33227,-169.20369,3.10301,8.19248,0.99844,-41.33163,-169.20647,3.10596,8.19087,0.99844,-41.33099,-169.20925,3.1089,8.18926
0.99843,-41.33271,-169.19901,3.09993,8.1939,0.99843,-41.33204,-169.20184,3.10298,8.19221,0.99843,-41.33139,-169.20464,3.10594,8.19059,0.99843,-41.33075,-169.20744,3.1089,8.18897
0.99842,-41.33248,-169.19714,3.09988,8.19364,0.99842,-41.3318,-169.2,3.10295,8.19194,0.99842,-41.33115,-169.20281,3.10593,8.19031,0.99842,-41.3305,-169.20563,3.10891,8.18868
0.99841,-41.33225,-169.19528,3.09983,8.19338,0.99841,-41.33157,-169.19815,3.10291,8.19168,0.99841,-41.33091,-169.20098,3.10591,8.19004,0.99841,-41.33026,-169.20382,3.10891,8.1884
0.9984,-41.33201,-169.19341,3.09977,8.19312,0.9984,-41.33133,-169.1963,3.10288,8.19141,0.9984,-41.33067,-169.19915,3.1059,8.18976,0.9984,-41.33001,-169.202,3.10892,8.18811
0.99839,-41.33178,-169.19154,3.09972,8.19287,0.99839,-41.33109,-169.19445,3.10285,8.19114,0.99839,-41.33043,-169.19732,3.10589,8.18948,0.99839,-41.32977,-169.20019,3.10892,8.18782
0.99838,-41.33155,-169.18968,3.09967,8.19261,0.99838,-41.33086,-169.19261,3.10282,8.19087,0.99838,-41.33019,-169.19549,3.10587,8.1892,0.99838,-41.32952,-169.19838,3.10893,8.18753
0.99837,-41.33132,-169.18781,3.09962,8.19235,0.99837,-41.33062,-169.19076,3.10278,8.1906,0.99837,-41.32995,-169.19366,3.10586,8.18892,0.99837,-41.32928,-169.19657,3.10893,8.18724
0.99836,-41.33109,-169.18595,3.09957,8.19209,0.99836,-41.33038,-169.18891,3.10275,8.19033,0.99836,-41.32971,-169.19183,3.10585,8.18864,0.99836,-41.32904,-169.19476,3.10894,8.18695
0.99835,-41.33085,-169.18408,3.09951,8.19183,0.99835,-41.33015,-169.18706,3.10272,8.19006,0.99835,-41.32947,-169.19,3.10583,8.18836,0.99835,-41.32879,-169.19294,3.10894,8.18666
0.99834,-41.33062,-169.18222,3.09946,8.19158,0.99834,-41.32991,-169.18522,3.10269,8.18979,0.99834,-41.32923,-169.18817,3.10582,8.18808,0.99834,-41.32855,-169.19113,3.10895,8.18637
0.99833,-41.33039,-169.18035,3.09941,8.19132,0.99833,-41.32968,-169.18337,3.10265,8.18953,0.99833,-41.32899,-169.18635,3.1058,8.1878,0.99833,-41.3283,-169.18932,3.10895,8.18608
0.99832,-41.33016,-169.17848,3.09936,8.19106,0.99832,-41.32944,-169.18152,3.10262,8.18926,0.99832,-41.32875,-169.18452,3.10579,8.18752,0.99832,-41.32806,-169.18751,3.10896,8.18579
0.99831,-41.32993,-169.17662,3.09931,8.1908,0.99831,-41.3292,-169.17967,3.10259,8.18899,0.99831,-41.32851,-169.18269,3.10578,8.18725,0.99831,-41.32781,-169.1857,3.10896,8.1855
0.9983,-41.32969,-169.17475,3.09925,8.19054,0.9983,-41.32897,-169.17783,3.10255,8.18872,0.9983,-41.32827,-169.18086,3.10576,8.18697,0.9983,-41.32757,-169.18389,3.10897,8.18521
0.99829,-41.32946,-169.17289,3.0992,8.19029,0.99829,-41.32873,-169.17598,3.10252,8.18845,0.99829,-41.32803,-169.17903,3.10575,8.18669,0.99829,-41.32732,-169.18207,3.10897,8.18492
0.99828,-41.32923,-169.17102,3.09915,8.19003,0.99828,-41.32849,-169.17413,3.10249,8.18818,0.99828,-41.32779,-169.1772,3.10573,8.18641,0.99828,-41.32708,-169.18026,3.10898,8.18463
0.99827,-41.329,-169.16915,3.0991,8.18977,0.99827,-41.32826,-169.17228,3.10246,8.18791,0.99827,-41.32755,-169.17537,3.10572,8.18613,0.99827,-41.32684,-169.17845,3.10898,8.18435
0.99826,-41.32877,-169.16729,3.09904,8.18951,0.99826,-41.32802,-169.17044,3.10242,8.18764,0.99826,-41.32731,-169.17354,3.10571,8.18585,0.99826,-41.32659,-169.17664,3.10899,8.18406
0.99825,-41.32853,-169.16542,3.09899,8.18925,0.99825,-41.32779,-169.16859,3.10239,8.18738,0.99825,-41.32707,-169.17171,3.10569,8.18557,0.99825,-41.32635,-169.17483,3.10899,8.18377
0.99824,-41.3283,-169.16356,3.09894,8.189,0.99824,-41.32755,-169.16674,3.10236,8.18711,0.99824,-41.32683,-169.16988,3.10568,8.18529,0.99824,-41.3261,-169.17301,3.109,8.18348
0.99823,-41.32807,-169.16169,3.09889,8.18874,0.99823,-41.32731,-169.16489,3.10233,8.18684,0.99823,-41.32659,-169.16805,3.10567,8.18501,0.99823,-41.32586,-169.1712,3.109,8.18319
0.99822,-41.32784,-169.15982,3.09884,8.18848,0.99822,-41.32708,-169.16305,3.10229,8.18657,0.99822,-41.32635,-169.16622,3.10565,8.18473,0.99822,-41.32561,-169.16939,3.10901,8.1829
0.99821,-41.32761,-169.15796,3.09878,8.18822,0.99821,-41.32684,-169.1612,3.10226,8.1863,0.99821,-41.32611,-169.16439,3.10564,8.18446,0.99821,-41.32537,-169.16758,3.10901,8.18261
0.9982,-41.32737,-169.15609,3.09873,8.18796,0.9982,-41.32661,-169.15935,3.10223,8.18603,0.9982,-41.32586,-169.16256,3.10562,8.18418,0.9982,-41.32512,-169.16577,3.10902,8.18232
0.99819,-41.32714,-169.15423,3.09868,8.18771,0.99819,-41.32637,-169.1575,3.1022,8.18576,0.99819,-41.32562,-169.16073,3.10561,8.1839,0.99819,-41.32488,-169.16395,3.10902,8.18203
0.99818,-41.32691,-169.15236,3.09863,8.18745,0.99818,-41.32613,-169.15566,3.10216,8.1855,0.99818,-41.32538,-169.1589,3.1056,8.18362,0.99818,-41.32464,-169.16214,3.10903,8.18174
0.99817,-41.32668,-169.1505,3.09858,8.18719,0.99817,-41.3259,-169.15381,3.10213,8.18523,0.99817,-41.32514,-169.15707,3.10558,8.18334,0.99817,-41.32439,-169.16033,3.10903,8.18145
0.99816,-41.32645,-169.14863,3.09852,8.18693,0.99816,-41.32566,-169.15196,3.1021,8.18496,0.99816,-41.3249,-169.15524,3.10557,8.18306,0.99816,-41.32415,-169.15852,3.10904,8.18116
0.99815,-41.32621,-169.14676,3.09847,8.18667,0.99815,-41.32542,-169.15011,3.10206,8.18469,0.99815,-41.32466,-169.15341,3.10555,8.18278,0.99815,-41.3239,-169.15671,3.10904,8.18087
0.99814,-41.32598,-169.1449,3.09842,8.18641,0.99814,-41.32519,-169.14827,3.10203,8.18442,0.99814,-41.32442,-169.15158,3.10554,8.1825,0.99814,-41.32366,-169.1549,3.10905,8.18058
0.99813,-41.32575,-169.14303,3.09837,8.18616,0.99813,-41.32495,-169.14642,3.102,8.18415,0.99813,-41.32418,-169.14975,3.10553,8.18222,0.99813,-41.32341,-169.15308,3.10905,8.18029
0.99812,-41.32552,-169.14117,3.09831,8.1859,0.99812,-41.32472,-169.14457,3.10197,8.18388,0.99812,-41.32394,-169.14792,3.10551,8.18194,0.99812,-41.32317,-169.15127,3.10906,8.18001
0.99811,-41.32529,-169.1393,3.09826,8.18564,0.99811,-41.32448,-169.14272,3.10193,8.18361,0.99811,-41.3237,-169.14609,3.1055,8.18167,0.99811,-41.32292,-169.14946,3.10906,8.17972
0.9981,-41.32505,-169.13743,3.09821,8.18538,0.9981,-41.32424,-169.14088,3.1019,8.18335,0.9981,-41.32346,-169.14426,3.10549,8.18139,0.9981,-41.32268,-169.14765,3.10907,8.17943
0.99809,-41.32482,-169.13557,3.09816,8.18512,0.99809,-41.32401,-169.13903,3.10187,8.18308,0.99809,-41.32322,-169.14243,3.10547,8.18111,0.99809,-41.32244,-169.14584,3.10907,8.17914
0.99808,-41.32459,-169.1337,3.09811,8.18487,0.99808,-41.32377,-169.13718,3.10184,8.18281,0.99808,-41.32298,-169.1406,3.10546,8.18083,0.99808,-41.32219,-169.14402,3.10908,8.17885
0.99807,-41.32436,-169.13184,3.09805,8.18461,0.99807,-41.32353,-169.13533,3.1018,8.18254,0.99807,-41.32274,-169.13877,3.10544,8.18055,0.99807,-41.32195,-169.14221,3.10909,8.17856
0.99806,-41.32413,-169.12997,3.098,8.18435,0.99806,-41.3233,-169.13349,3.10177,8.18227,0.99806,-41.3225,-169.13694,3.10543,8.18027,0.99806,-41.3217,-169.1404,3.10909,8.17827
0.99805,-41.32389,-169.1281,3.09795,8.18409,0.99805,-41.32306,-169.13164,3.10174,8.182,0.99805,-41.32226,-169.13511,3.10542,8.17999,0.99805,-41.32146,-169.13859,3.1091,8.17798
0.99804,-41.32366,-169.12624,3.0979,8.18383,0.99804,-41.32283,-169.12979,3.1017,8.18173,0.99804,-41.32202,-169.13328,3.1054,8.17971,0.99804,-41.32121,-169.13678,3.1091,8.17769
0.99803,-41.32343,-169.12437,3.09784,8.18358,0.99803,-41.32259,-169.12794,3.10167,8.18146,0.99803,-41.32178,-169.13145,3.10539,8.17943,0.99803,-41.32097,-169.13496,3.10911,8.1774
0.99802,-41.3232,-169.12251,3.09779,8.18332,0.99802,-41.32235,-169.1261,3.10164,8.1812,0.99802,-41.32154,-169.12962,3.10537,8.17915,0.99802,-41.32072,-169.13315,3.10911,8.17711
0.99801,-41.32297,-169.12064,3.09774,8.18306,0.99801,-41.32212,-169.12425,3.10161,8.18093,0.99801,-41.3213,-169.12779,3.10536,8.17887,0.99801,-41.32048,-169.13134,3.10912,8.17682
0.998,-41.32273,-169.11877,3.09769,8.1828,0.998,-41.32188,-169.1224,3.10157,8.18066,0.998,-41.32106,-169.12596,3.10535,8.1786,0.998,-41.32024,-169.12953,3.10912,8.17653
0.99799,-41.3225,-169.11691,3.09764,8.18254,0.99799,-41.32164,-169.12055,3.10154,8.18039,0.99799,-41.32082,-169.12413,3.10533,8.17832,0.99799,-41.31999,-169.12772,3.10913,8.17624
0.99798,-41.32227,-169.11504,3.09758,8.18229,0.99798,-41.32141,-169.1187,3.10151,8.18012,0.99798,-41.32058,-169.1223,3.10532,8.17804,0.99798,-41.31975,-169.1259,3.10913,8.17595
0.99797,-41.32204,-169.11318,3.09753,8.18203,0.99797,-41.32117,-169.11686,3.10148,8.17985,0.99797,-41.32034,-169.12047,3.10531,8.17776,0.99797,-41.3195,-169.12409,3.10914,8.17567
0.99796,-41.32181,-169.11131,3.09748,8.18177,0.99796,-41.32094,-169.11501,3.10144,8.17958,0.99796,-41.3201,-169.11864,3.10529,8.17748,0.99796,-41.31926,-169.12228,3.10914,8.17538
0.99795,-41.32157,-169.10944,3.09743,8.18151,0.99795,-41.3207,-169.11316,3.10141,8.17932,0.99795,-41.31986,-169.11682,3.10528,8.1772,0.99795,-41.31901,-169.12047,3.10915,8.17509
0.99794,-41.32134,-169.10758,3.09738,8.18125,0.99794,-41.32046,-169.11131,3.10138,8.17905,0.99794,-41.31962,-169.11499,3.10526,8.17692,0.99794,-41.31877,-169.11866,3.10915,8.1748
0.99793,-41.32111,-169.10571,3.09732,8.181,0.99793,-41.32023,-169.10947,3.10134,8.17878,0.99793,-41.31938,-169.11316,3.10525,8.17664,0.99793,-41.31852,-169.11684,3.10916,8.17451
0.99792,-41.32088,-169.10385,3.09727,8.18074,0.99792,-41.31999,-169.10762,3.10131,8.17851,0.99792,-41.31914,-169.11133,3.10524,8.17636,0.99792,-41.31828,-169.11503,3.10916,8.17422
0.99791,-41.32065,-169.10198,3.09722,8.18048,0.99791,-41.31975,-169.10577,3.10128,8.17824,0.99791,-41.3189,-169.1095,3.10522,8.17608,0.99791,-41.31804,-169.11322,3.10917,8.17393
0.9979,-41.32041,-169.10011,3.09717,8.18022,0.9979,-41.31952,-169.10392,3.10125,8.17797,0.9979,-41.31866,-169.10767,3.10521,8.17581,0.9979,-41.31779,-169.11141,3.10917,8.17364
0.99789,-41.32018,-169.09825,3.09711,8.17996,0.99789,-41.31928,-169.10208,3.10121,8.1777,0.99789,-41.31841,-169.10584,3.10519,8.17553,0.99789,-41.31755,-169.1096,3.10918,8.17335
0.99788,-41.31995,-169.09638,3.09706,8.1797,0.99788,-41.31905,-169.10023,3.10118,8.17743,0.99788,-41.31817,-169.10401,3.10518,8.17525,0.99788,-41.3173,-169.10778,3.10918,8.17306
0.99787,-41.31972,-169.09452,3.09701,8.17945,0.99787,-41.31881,-169.09838,3.10115,8.17717,0.99787,-41.31793,-169.10218,3.10517,8.17497,0.99787,-41.31706,-169.10597,3.10919,8.17277
0.99786,-41.31949,-169.09265,3.09696,8.17919,0.99786,-41.31857,-169.09653,3.10112,8.1769,0.99786,-41.31769,-169.10035,3.10515,8.17469,0.99786,-41.31681,-169.10416,3.10919,8.17248
0.99785,-41.31926,-169.09078,3.09691,8.17893,0.99785,-41.31834,-169.09469,3.10108,8.17663,0.99785,-41.31745,-169.09852,3.10514,8.17441,0.99785,-41.31657,-169.10235,3.1092,8.17219
0.99784,-41.31902,-169.08892,3.09685,8.17867,0.99784,-41.3181,-169.09284,3.10105,8.17636,0.99784,-41.31721,-169.09669,3.10513,8.17413,0.99784,-41.31632,-169.10054,3.1092,8.1719
0.99783,-41.31879,-169.08705,3.0968,8.17841,0.99783,-41.31787,-169.09099,3.10102,8.17609,0.99783,-41.31697,-169.09486,3.10511,8.17385,0.99783,-41.31608,-169.09872,3.10921,8.17161
0.99782,-41.31856,-169.08519,3.09675,8.17816,0.99782,-41.31763,-169.08914,3.10098,8.17582,0.99782,-41.31673,-169.09303,3.1051,8.17357,0.99782,-41.31584,-169.09691,3.10921,8.17133
0.99781,-41.31833,-169.08332,3.0967,8.1779,0.99781,-41.31739,-169.08729,3.10095,8.17555,0.99781,-41.31649,-169.0912,3.10508,8.17329,0.99781,-41.31559,-169.0951,3.10922,8.17104
0.9978,-41.3181,-169.08145,3.09665,8.17764,0.9978,-41.31716,-169.08545,3.10092,8.17528,0.9978,-41.31625,-169.08937,3.10507,8.17302,0.9978,-41.31535,-169.09329,3.10922,8.17075
0.99779,-41.31786,-169.07959,3.09659,8.17738,0.99779,-41.31692,-169.0836,3.10089,8.17502,0.99779,-41.31601,-169.08754,3.10506,8.17274,0.99779,-41.3151,-169.09148,3.10923,8.17046
0.99778,-41.31763,-169.07772,3.09654,8.17712,0.99778,-41.31668,-169.08175,3.10085,8.17475,0.99778,-41.31577,-169.08571,3.10504,8.17246,0.99778,-41.31486,-169.08966,3.10923,8.17017
0.99777,-41.3174,-169.07586,3.09649,8.17687,0.99777,-41.31645,-169.0799,3.10082,8.17448,0.99777,-41.31553,-169.08388,3.10503,8.17218,0.99777,-41.31461,-169.08785,3.10924,8.16988
0.99776,-41.31717,-169.07399,3.09644,8.17661,0.99776,-41.31621,-169.07806,3.10079,8.17421,0.99776,-41.31529,-169.08205,3.10501,8.1719,0.99776,-41.31437,-169.08604,3.10924,8.16959
0.99775,-41.31694,-169.07212,3.09638,8.17635,0.99775,-41.31598,-169.07621,3.10076,8.17394,0.99775,-41.31505,-169.08022,3.105,8.17162,0.99775,-41.31412,-169.08423,3.10925,8.1693
0.99774,-41.3167,-169.07026,3.09633,8.17609,0.99774,-41.31574,-169.07436,3.10072,8.17367,0.99774,-41.31481,-169.07839,3.10499,8.17134,0.99774,-41.31388,-169.08242,3.10925,8.16901
0.99773,-41.31647,-169.06839,3.09628,8.17583,0.99773,-41.3155,-169.07251,3.10069,8.1734,0.99773,-41.31457,-169.07656,3.10497,8.17106,0.99773,-41.31364,-169.0806,3.10926,8.16872
0.99772,-41.31624,-169.06652,3.09623,8.17558,0.99772,-41.31527,-169.07066,3.10066,8.17314,0.99772,-41.31433,-169.07473,3.10496,8.17078,0.99772,-41.31339,-169.07879,3.10926,8.16843
0.99771,-41.31601,-169.06466,3.09618,8.17532,0.99771,-41.31503,-169.06882,3.10062,8.17287,0.99771,-41.31409,-169.0729,3.10495,8.1705,0.99771,-41.31315,-169.07698,3.10927,8.16814
0.9977,-41.31578,-169.06279,3.09612,8.17506,0.9977,-41.31479,-169.06697,3.10059,8.1726,0.9977,-41.31385,-169.07107,3.10493,8.17023,0.9977,-41.3129,-169.07517,3.10927,8.16785
0.99769,-41.31554,-169.06093,3.09607,8.1748,0.99769,-41.31456,-169.06512,3.10056,8.17233,0.99769,-41.31361,-169.06924,3.10492,8.16995,0.99769,-41.31266,-169.07336,3.10928,8.16756
0.99768,-41.31531,-169.05906,3.09602,8.17454,0.99768,-41.31432,-169.06327,3.10053,8.17206,0.99768,-41.31337,-169.06741,3.1049,8.16967,0.99768,-41.31241,-169.07154,3.10928,8.16728
0.99767,-41.31508,-169.05719,3.09597,8.17429,0.99767,-41.31409,-169.06143,3.10049,8.17179,0.99767,-41.31313,-169.06558,3.10489,8.16939,0.99767,-41.31217,-169.06973,3.10929,8.16699
0.99766,-41.31485,-169.05533,3.09592,8.17403,0.99766,-41.31385,-169.05958,3.10046,8.17152,0.99766,-41.31289,-169.06375,3.10488,8.16911,0.99766,-41.31192,-169.06792,3.10929,8.1667
0.99765,-41.31462,-169.05346,3.09586,8.17377,0.99765,-41.31361,-169.05773,3.10043,8.17125,0.99765,-41.31265,-169.06192,3.10486,8.16883,0.99765,-41.31168,-169.06611,3.1093,8.16641
0.99764,-41.31438,-169.0516,3.09581,8.17351,0.99764,-41.31338,-169.05588,3.1004,8.17099,0.99764,-41.31241,-169.06009,3.10485,8.16855,0.99764,-41.31144,-169.06429,3.1093,8.16612
0.99763,-41.31415,-169.04973,3.09576,8.17325,0.99763,-41.31314,-169.05404,3.10036,8.17072,0.99763,-41.31217,-169.05826,3.10483,8.16827,0.99763,-41.31119,-169.06248,3.10931,8.16583
0.99762,-41.31392,-169.04786,3.09571,8.173,0.99762,-41.3129,-169.05219,3.10033,8.17045,0.99762,-41.31193,-169.05643,3.10482,8.16799,0.99762,-41.31095,-169.06067,3.10931,8.16554
0.99761,-41.31369,-169.046,3.09565,8.17274,0.99761,-41.31267,-169.05034,3.1003,8.17018,0.99761,-41.31169,-169.0546,3.10481,8.16771,0.99761,-41.3107,-169.05886,3.10932,8.16525
0.9976,-41.31346,-169.04413,3.0956,8.17248,0.9976,-41.31243,-169.04849,3.10026,8.16991,0.9976,-41.31145,-169.05277,3.10479,8.16744,0.9976,-41.31046,-169.05705,3.10932,8.16496
0.99759,-41.31322,-169.04226,3.09555,8.17222,0.99759,-41.3122,-169.04664,3.10023,8.16964,0.99759,-41.3112,-169.05094,3.10478,8.16716,0.99759,-41.31021,-169.05523,3.10933,8.16467
0.99758,-41.31299,-169.0404,3.0955,8.17196,0.99758,-41.31196,-169.0448,3.1002,8.16937,0.99758,-41.31096,-169.04911,3.10476,8.16688,0.99758,-41.30997,-169.05342,3.10933,8.16438
0.99757,-41.31276,-169.03853,3.09545,8.1717,0.99757,-41.31172,-169.04295,3.10017,8.1691,0.99757,-41.31072,-169.04728,3.10475,8.1666,0.99757,-41.30972,-169.05161,3.10934,8.16409
0.99756,-41.31253,-169.03667,3.09539,8.17145,0.99756,-41.31149,-169.0411,3.10013,8.16884,0.99756,-41.31048,-169.04545,3.10474,8.16632,0.99756,-41.30948,-169.0498,3.10934,8.1638
0.99755,-41.3123,-169.0348,3.09534,8.17119,0.99755,-41.31125,-169.03925,3.1001,8.16857,0.99755,-41.31024,-169.04362,3.10472,8.16604,0.99755,-41.30924,-169.04799,3.10935,8.16351
0.99754,-41.31206,-169.03293,3.09529,8.17093,0.99754,-41.31101,-169.0374,3.10007,8.1683,0.99754,-41.31,-169.04179,3.10471,8.16576,0.99754,-41.30899,-169.04617,3.10935,8.16322
0.99753,-41.31183,-169.03107,3.09524,8.17067,0.99753,-41.31078,-169.03556,3.10004,8.16803,0.99753,-41.30976,-169.03996,3.1047,8.16548,0.99753,-41.30875,-169.04436,3.10936,8.16294
0.99752,-41.3116,-169.0292,3.09518,8.17041,0.99752,-41.31054,-169.03371,3.1,8.16776,0.99752,-41.30952,-169.03813,3.10468,8.1652,0.99752,-41.3085,-169.04255,3.10936,8.16265
0.99751,-41.31137,-169.02734,3.09513,8.17016,0.99751,-41.31031,-169.03186,3.09997,8.16749,0.99751,-41.30928,-169.0363,3.10467,8.16492,0.99751,-41.30826,-169.04074,3.10937,8.16236
0.9975,-41.31114,-169.02547,3.09508,8.1699,0.9975,-41.31007,-169.03001,3.09994,8.16722,0.9975,-41.30904,-169.03447,3.10465,8.16465,0.9975,-41.30801,-169.03892,3.10937,8.16207
