series,run_name,sample_id,rev1,rev2,rev3,gammaCDff2p,gammaCDff2s,gammaDDff2pp,gammaDDff2ps,gammaCDff3,f,ln(c/c0),ln(d/d0),DeltaCD,DeltaDD,solve_seconds,t_end,tmax,event_reached,f_stop
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.6974789915966386,0.02137337138943333,0.08109311148683052,-4.709850576991777,-14.420978348303858,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7025210084033613,0.02094768371543511,0.0794780232845603,-4.616282278504476,-14.13580117894042,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.707563025210084,0.020524957190036868,0.0778741688619103,-4.523355418435768,-13.852526272919127,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7126050420168066,0.020105150904004474,0.07628139303425974,-4.431061197085054,-13.571127877531666,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7176470588235294,0.01968822478124485,0.0746995437717406,-4.339390995642806,-13.291580763052876,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7226890756302521,0.019274139574689774,0.07312847219511423,-4.248336370067462,-13.013860209046477,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7277310924369748,0.018862856840835066,0.07156803247729962,-4.157889046511813,-12.737941990426618,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7327731092436975,0.018454338901724092,0.0700180816889636,-4.0680409178874095,-12.463802364185842,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7378151260504202,0.018048548832446124,0.06847847975613565,-3.9787840388848306,-12.19141805663855,0.028532981872558594,30.27424646725167,500.0,True,0.395
Irreversible model,central,0,0.0,0.0,0.0,0.9749,1.0,0.9256,0.9255,1.0,0.7428571428571429,0.017645450447190496,0.06694908941097535,-3.8901106213458543,-11.920766251497417,0.028532981872558594,30.27424646725167,500.0,True,0.395
