,Mode,,Frequency,,Isotopologue
MODE,36,FREQUENCY=,148.37499,(CM**-1),CDDDH
MODE,37,FREQUENCY=,152.75069,(CM**-1),CDDDH
MODE,38,FREQUENCY=,156.98848,(CM**-1),CDDDH
MODE,39,FREQUENCY=,160.21349,(CM**-1),CDDDH
MODE,40,FREQUENCY=,164.97708,(CM**-1),CDDDH
MODE,41,FREQUENCY=,168.54519,(CM**-1),CDDDH
MODE,42,FREQUENCY=,172.77833,(CM**-1),CDDDH
MODE,43,FREQUENCY=,175.29154,(CM**-1),CDDDH
MODE,44,FREQUENCY=,182.45450,(CM**-1),CDDDH
MODE,45,FREQUENCY=,183.46092,(CM**-1),CDDDH
MODE,46,FREQUENCY=,197.72001,(CM**-1),CDDDH
MODE,47,FREQUENCY=,198.54233,(CM**-1),CDDDH
MODE,48,FREQUENCY=,207.01627,(CM**-1),CDDDH
MODE,49,FREQUENCY=,221.09627,(CM**-1),CDDDH
MODE,50,FREQUENCY=,227.79815,(CM**-1),CDDDH
MODE,51,FREQUENCY=,241.01307,(CM**-1),CDDDH
MODE,52,FREQUENCY=,250.03763,(CM**-1),CDDDH
MODE,53,FREQUENCY=,270.50189,(CM**-1),CDDDH
MODE,54,FREQUENCY=,275.95546,(CM**-1),CDDDH
MODE,55,FREQUENCY=,279.79930,(CM**-1),CDDDH
MODE,56,FREQUENCY=,299.30471,(CM**-1),CDDDH
MODE,57,FREQUENCY=,303.32797,(CM**-1),CDDDH
MODE,58,FREQUENCY=,317.23354,(CM**-1),CDDDH
MODE,59,FREQUENCY=,325.35624,(CM**-1),CDDDH
MODE,60,FREQUENCY=,328.29698,(CM**-1),CDDDH
MODE,61,FREQUENCY=,348.23045,(CM**-1),CDDDH
MODE,62,FREQUENCY=,357.13211,(CM**-1),CDDDH
MODE,63,FREQUENCY=,363.04890,(CM**-1),CDDDH
MODE,64,FREQUENCY=,372.78228,(CM**-1),CDDDH
MODE,65,FREQUENCY=,377.21996,(CM**-1),CDDDH
MODE,66,FREQUENCY=,415.48694,(CM**-1),CDDDH
MODE,67,FREQUENCY=,453.42394,(CM**-1),CDDDH
MODE,68,FREQUENCY=,492.10129,(CM**-1),CDDDH
MODE,69,FREQUENCY=,513.21880,(CM**-1),CDDDH
MODE,70,FREQUENCY=,523.06138,(CM**-1),CDDDH
MODE,71,FREQUENCY=,525.84206,(CM**-1),CDDDH
MODE,72,FREQUENCY=,534.94493,(CM**-1),CDDDH
MODE,73,FREQUENCY=,549.92747,(CM**-1),CDDDH
MODE,74,FREQUENCY=,569.11009,(CM**-1),CDDDH
MODE,75,FREQUENCY=,603.05818,(CM**-1),CDDDH
MODE,76,FREQUENCY=,614.65511,(CM**-1),CDDDH
MODE,77,FREQUENCY=,616.94758,(CM**-1),CDDDH
MODE,78,FREQUENCY=,618.01983,(CM**-1),CDDDH
MODE,79,FREQUENCY=,628.29125,(CM**-1),CDDDH
MODE,80,FREQUENCY=,636.29376,(CM**-1),CDDDH
MODE,81,FREQUENCY=,637.55601,(CM**-1),CDDDH
MODE,82,FREQUENCY=,649.13568,(CM**-1),CDDDH
MODE,83,FREQUENCY=,652.13628,(CM**-1),CDDDH
MODE,84,FREQUENCY=,663.71806,(CM**-1),CDDDH
MODE,85,FREQUENCY=,668.35328,(CM**-1),CDDDH
MODE,86,FREQUENCY=,669.77509,(CM**-1),CDDDH
MODE,87,FREQUENCY=,678.85970,(CM**-1),CDDDH
MODE,88,FREQUENCY=,680.39264,(CM**-1),CDDDH
MODE,89,FREQUENCY=,687.53953,(CM**-1),CDDDH
MODE,90,FREQUENCY=,722.75216,(CM**-1),CDDDH
MODE,91,FREQUENCY=,729.21505,(CM**-1),CDDDH
MODE,92,FREQUENCY=,747.81046,(CM**-1),CDDDH
MODE,93,FREQUENCY=,786.45855,(CM**-1),CDDDH
MODE,94,FREQUENCY=,819.06417,(CM**-1),CDDDH
MODE,95,FREQUENCY=,875.80599,(CM**-1),CDDDH
MODE,96,FREQUENCY=,924.90702,(CM**-1),CDDDH
MODE,97,FREQUENCY=,943.25142,(CM**-1),CDDDH
MODE,98,FREQUENCY=,947.07911,(CM**-1),CDDDH
MODE,99,FREQUENCY=,948.35726,(CM**-1),CDDDH
MODE,100,FREQUENCY=,951.51634,(CM**-1),CDDDH
MODE,101,FREQUENCY=,960.64421,(CM**-1),CDDDH
MODE,102,FREQUENCY=,983.74366,(CM**-1),CDDDH
MODE,103,FREQUENCY=,997.81537,(CM**-1),CDDDH
MODE,104,FREQUENCY=,1016.54278,(CM**-1),CDDDH
MODE,105,FREQUENCY=,1021.21278,(CM**-1),CDDDH
MODE,106,FREQUENCY=,1027.13305,(CM**-1),CDDDH
MODE,107,FREQUENCY=,1034.03972,(CM**-1),CDDDH
MODE,108,FREQUENCY=,1035.16347,(CM**-1),CDDDH
MODE,109,FREQUENCY=,1038.57571,(CM**-1),CDDDH
MODE,110,FREQUENCY=,1047.66234,(CM**-1),CDDDH
MODE,111,FREQUENCY=,1054.67346,(CM**-1),CDDDH
MODE,112,FREQUENCY=,1061.46455,(CM**-1),CDDDH
MODE,113,FREQUENCY=,1067.17330,(CM**-1),CDDDH
MODE,114,FREQUENCY=,1071.91547,(CM**-1),CDDDH
MODE,115,FREQUENCY=,1072.79718,(CM**-1),CDDDH
MODE,116,FREQUENCY=,1078.35287,(CM**-1),CDDDH
MODE,117,FREQUENCY=,1082.12650,(CM**-1),CDDDH
MODE,118,FREQUENCY=,1085.16625,(CM**-1),CDDDH
MODE,119,FREQUENCY=,1089.93966,(CM**-1),CDDDH
MODE,120,FREQUENCY=,1092.84564,(CM**-1),CDDDH
MODE,121,FREQUENCY=,1101.48631,(CM**-1),CDDDH
MODE,122,FREQUENCY=,1103.61728,(CM**-1),CDDDH
MODE,123,FREQUENCY=,1147.80702,(CM**-1),CDDDH
MODE,124,FREQUENCY=,1174.93022,(CM**-1),CDDDH
MODE,125,FREQUENCY=,1183.69555,(CM**-1),CDDDH
MODE,126,FREQUENCY=,1205.81172,(CM**-1),CDDDH
MODE,127,FREQUENCY=,1268.27102,(CM**-1),CDDDH
MODE,128,FREQUENCY=,1274.14327,(CM**-1),CDDDH
MODE,129,FREQUENCY=,1301.47998,(CM**-1),CDDDH
MODE,130,FREQUENCY=,1305.91660,(CM**-1),CDDDH
MODE,131,FREQUENCY=,1309.66717,(CM**-1),CDDDH
MODE,132,FREQUENCY=,1356.78850,(CM**-1),CDDDH
MODE,133,FREQUENCY=,1361.82218,(CM**-1),CDDDH
MODE,134,FREQUENCY=,1367.62517,(CM**-1),CDDDH
MODE,135,FREQUENCY=,1393.42000,(CM**-1),CDDDH
MODE,136,FREQUENCY=,1404.79933,(CM**-1),CDDDH
MODE,137,FREQUENCY=,1410.58333,(CM**-1),CDDDH
MODE,138,FREQUENCY=,1428.64239,(CM**-1),CDDDH
MODE,139,FREQUENCY=,1441.11716,(CM**-1),CDDDH
MODE,140,FREQUENCY=,1444.09889,(CM**-1),CDDDH
MODE,141,FREQUENCY=,1448.10303,(CM**-1),CDDDH
MODE,142,FREQUENCY=,1482.28615,(CM**-1),CDDDH
MODE,143,FREQUENCY=,1493.19063,(CM**-1),CDDDH
MODE,144,FREQUENCY=,1494.12203,(CM**-1),CDDDH
MODE,145,FREQUENCY=,1494.72916,(CM**-1),CDDDH
MODE,146,FREQUENCY=,1497.84404,(CM**-1),CDDDH
MODE,147,FREQUENCY=,1498.82112,(CM**-1),CDDDH
MODE,148,FREQUENCY=,1501.16881,(CM**-1),CDDDH
MODE,149,FREQUENCY=,1501.31174,(CM**-1),CDDDH
MODE,150,FREQUENCY=,1506.96318,(CM**-1),CDDDH
MODE,151,FREQUENCY=,1509.00814,(CM**-1),CDDDH
MODE,152,FREQUENCY=,1509.42852,(CM**-1),CDDDH
MODE,153,FREQUENCY=,1509.90026,(CM**-1),CDDDH
MODE,154,FREQUENCY=,1513.85241,(CM**-1),CDDDH
MODE,155,FREQUENCY=,1526.36407,(CM**-1),CDDDH
MODE,156,FREQUENCY=,1532.09358,(CM**-1),CDDDH
MODE,157,FREQUENCY=,1550.70718,(CM**-1),CDDDH
MODE,158,FREQUENCY=,1552.89851,(CM**-1),CDDDH
MODE,159,FREQUENCY=,1600.36317,(CM**-1),CDDDH
MODE,160,FREQUENCY=,1630.75907,(CM**-1),CDDDH
MODE,161,FREQUENCY=,1633.93072,(CM**-1),CDDDH
MODE,162,FREQUENCY=,1636.09311,(CM**-1),CDDDH
MODE,163,FREQUENCY=,1676.59792,(CM**-1),CDDDH
MODE,164,FREQUENCY=,1730.00628,(CM**-1),CDDDH
MODE,165,FREQUENCY=,1737.27854,(CM**-1),CDDDH
MODE,166,FREQUENCY=,2202.22010,(CM**-1),CDDDH
MODE,167,FREQUENCY=,2391.26322,(CM**-1),CDDDH
MODE,168,FREQUENCY=,2404.36208,(CM**-1),CDDDH
MODE,169,FREQUENCY=,3059.06040,(CM**-1),CDDDH
MODE,170,FREQUENCY=,3061.36373,(CM**-1),CDDDH
MODE,171,FREQUENCY=,3062.11057,(CM**-1),CDDDH
MODE,172,FREQUENCY=,3066.27381,(CM**-1),CDDDH
MODE,173,FREQUENCY=,3066.45706,(CM**-1),CDDDH
MODE,174,FREQUENCY=,3066.94664,(CM**-1),CDDDH
MODE,175,FREQUENCY=,3120.82019,(CM**-1),CDDDH
MODE,176,FREQUENCY=,3126.70959,(CM**-1),CDDDH
MODE,177,FREQUENCY=,3129.26882,(CM**-1),CDDDH
MODE,178,FREQUENCY=,3132.43941,(CM**-1),CDDDH
MODE,179,FREQUENCY=,3135.13211,(CM**-1),CDDDH
MODE,180,FREQUENCY=,3135.97701,(CM**-1),CDDDH
MODE,181,FREQUENCY=,3139.60687,(CM**-1),CDDDH
MODE,182,FREQUENCY=,3152.26754,(CM**-1),CDDDH
MODE,183,FREQUENCY=,3163.20056,(CM**-1),CDDDH
MODE,184,FREQUENCY=,3168.64655,(CM**-1),CDDDH
MODE,185,FREQUENCY=,3168.85913,(CM**-1),CDDDH
MODE,186,FREQUENCY=,3172.82054,(CM**-1),CDDDH
MODE,187,FREQUENCY=,3204.49419,(CM**-1),CDDDH
MODE,188,FREQUENCY=,3279.38961,(CM**-1),CDDDH
MODE,189,FREQUENCY=,3298.61061,(CM**-1),CDDDH
MODE,190,FREQUENCY=,3299.58559,(CM**-1),CDDDH
MODE,191,FREQUENCY=,3314.43915,(CM**-1),CDDDH
MODE,192,FREQUENCY=,3389.84430,(CM**-1),CDDDH
MODE,193,FREQUENCY=,3659.80885,(CM**-1),CDDDH
MODE,194,FREQUENCY=,3662.88139,(CM**-1),CDDDH
MODE,195,FREQUENCY=,3696.79558,(CM**-1),CDDDH
12-2-2-2-2,,,,,
MODE,1,FREQUENCY=,-869.39447,(CM**-1),CDDDD
MODE,8,FREQUENCY=,23.46688,(CM**-1),CDDDD
MODE,9,FREQUENCY=,31.06088,(CM**-1),CDDDD
MODE,10,FREQUENCY=,32.75645,(CM**-1),CDDDD
MODE,11,FREQUENCY=,35.77027,(CM**-1),CDDDD
MODE,12,FREQUENCY=,42.77649,(CM**-1),CDDDD
MODE,13,FREQUENCY=,46.13768,(CM**-1),CDDDD
MODE,14,FREQUENCY=,49.47727,(CM**-1),CDDDD
MODE,15,FREQUENCY=,51.70385,(CM**-1),CDDDD
MODE,16,FREQUENCY=,53.46515,(CM**-1),CDDDD
MODE,17,FREQUENCY=,58.73817,(CM**-1),CDDDD
MODE,18,FREQUENCY=,61.06525,(CM**-1),CDDDD
MODE,19,FREQUENCY=,66.98085,(CM**-1),CDDDD
MODE,20,FREQUENCY=,70.78276,(CM**-1),CDDDD
MODE,21,FREQUENCY=,74.24524,(CM**-1),CDDDD
MODE,22,FREQUENCY=,76.01884,(CM**-1),CDDDD
MODE,23,FREQUENCY=,83.04804,(CM**-1),CDDDD
MODE,24,FREQUENCY=,88.97337,(CM**-1),CDDDD
MODE,25,FREQUENCY=,96.63042,(CM**-1),CDDDD
MODE,26,FREQUENCY=,97.38524,(CM**-1),CDDDD
MODE,27,FREQUENCY=,105.41740,(CM**-1),CDDDD
MODE,28,FREQUENCY=,111.39794,(CM**-1),CDDDD
MODE,29,FREQUENCY=,113.48203,(CM**-1),CDDDD
MODE,30,FREQUENCY=,115.64128,(CM**-1),CDDDD
MODE,31,FREQUENCY=,121.62392,(CM**-1),CDDDD
MODE,32,FREQUENCY=,124.44084,(CM**-1),CDDDD
MODE,33,FREQUENCY=,127.29511,(CM**-1),CDDDD
MODE,34,FREQUENCY=,137.31961,(CM**-1),CDDDD
MODE,35,FREQUENCY=,138.45397,(CM**-1),CDDDD
MODE,36,FREQUENCY=,148.31888,(CM**-1),CDDDD
MODE,37,FREQUENCY=,152.33532,(CM**-1),CDDDD
MODE,38,FREQUENCY=,156.90124,(CM**-1),CDDDD
MODE,39,FREQUENCY=,160.10475,(CM**-1),CDDDD
MODE,40,FREQUENCY=,164.93985,(CM**-1),CDDDD
MODE,41,FREQUENCY=,168.52913,(CM**-1),CDDDD
MODE,42,FREQUENCY=,172.76027,(CM**-1),CDDDD
MODE,43,FREQUENCY=,175.24529,(CM**-1),CDDDD
MODE,44,FREQUENCY=,182.09839,(CM**-1),CDDDD
MODE,45,FREQUENCY=,183.41910,(CM**-1),CDDDD
MODE,46,FREQUENCY=,197.70544,(CM**-1),CDDDD
MODE,47,FREQUENCY=,198.38356,(CM**-1),CDDDD
MODE,48,FREQUENCY=,206.82581,(CM**-1),CDDDD
MODE,49,FREQUENCY=,220.41196,(CM**-1),CDDDD
MODE,50,FREQUENCY=,227.68208,(CM**-1),CDDDD
MODE,51,FREQUENCY=,233.40595,(CM**-1),CDDDD
MODE,52,FREQUENCY=,248.86626,(CM**-1),CDDDD
MODE,53,FREQUENCY=,269.39204,(CM**-1),CDDDD
MODE,54,FREQUENCY=,275.86444,(CM**-1),CDDDD
MODE,55,FREQUENCY=,279.71936,(CM**-1),CDDDD
MODE,56,FREQUENCY=,283.58412,(CM**-1),CDDDD
MODE,57,FREQUENCY=,297.34794,(CM**-1),CDDDD
MODE,58,FREQUENCY=,310.34668,(CM**-1),CDDDD
MODE,59,FREQUENCY=,325.27801,(CM**-1),CDDDD
MODE,60,FREQUENCY=,328.10183,(CM**-1),CDDDD
MODE,61,FREQUENCY=,345.20493,(CM**-1),CDDDD
MODE,62,FREQUENCY=,353.40087,(CM**-1),CDDDD
MODE,63,FREQUENCY=,361.76274,(CM**-1),CDDDD
MODE,64,FREQUENCY=,372.76953,(CM**-1),CDDDD
MODE,65,FREQUENCY=,374.88472,(CM**-1),CDDDD
MODE,66,FREQUENCY=,411.48295,(CM**-1),CDDDD
MODE,67,FREQUENCY=,453.40915,(CM**-1),CDDDD
MODE,68,FREQUENCY=,492.09639,(CM**-1),CDDDD
MODE,69,FREQUENCY=,513.16677,(CM**-1),CDDDD
MODE,70,FREQUENCY=,523.05104,(CM**-1),CDDDD
MODE,71,FREQUENCY=,525.83224,(CM**-1),CDDDD
MODE,72,FREQUENCY=,534.94355,(CM**-1),CDDDD
MODE,73,FREQUENCY=,549.87178,(CM**-1),CDDDD
MODE,74,FREQUENCY=,569.10436,(CM**-1),CDDDD
MODE,75,FREQUENCY=,603.05539,(CM**-1),CDDDD
MODE,76,FREQUENCY=,614.65278,(CM**-1),CDDDD
MODE,77,FREQUENCY=,616.93313,(CM**-1),CDDDD
MODE,78,FREQUENCY=,618.01623,(CM**-1),CDDDD
MODE,79,FREQUENCY=,628.27828,(CM**-1),CDDDD
MODE,80,FREQUENCY=,636.29081,(CM**-1),CDDDD
MODE,81,FREQUENCY=,637.54241,(CM**-1),CDDDD
MODE,82,FREQUENCY=,649.13466,(CM**-1),CDDDD
MODE,83,FREQUENCY=,652.13611,(CM**-1),CDDDD
MODE,84,FREQUENCY=,663.50445,(CM**-1),CDDDD
MODE,85,FREQUENCY=,668.35054,(CM**-1),CDDDD
MODE,86,FREQUENCY=,669.74041,(CM**-1),CDDDD
MODE,87,FREQUENCY=,678.84370,(CM**-1),CDDDD
MODE,88,FREQUENCY=,680.12179,(CM**-1),CDDDD
MODE,89,FREQUENCY=,687.52359,(CM**-1),CDDDD
MODE,90,FREQUENCY=,718.53985,(CM**-1),CDDDD
MODE,91,FREQUENCY=,722.75305,(CM**-1),CDDDD
MODE,92,FREQUENCY=,729.21892,(CM**-1),CDDDD
MODE,93,FREQUENCY=,786.18860,(CM**-1),CDDDD
MODE,94,FREQUENCY=,819.05332,(CM**-1),CDDDD
MODE,95,FREQUENCY=,842.27091,(CM**-1),CDDDD
MODE,96,FREQUENCY=,875.80362,(CM**-1),CDDDD
MODE,97,FREQUENCY=,883.07349,(CM**-1),CDDDD
MODE,98,FREQUENCY=,924.93544,(CM**-1),CDDDD
MODE,99,FREQUENCY=,943.23004,(CM**-1),CDDDD
MODE,100,FREQUENCY=,947.06341,(CM**-1),CDDDD
MODE,101,FREQUENCY=,948.35369,(CM**-1),CDDDD
MODE,102,FREQUENCY=,951.51357,(CM**-1),CDDDD
MODE,103,FREQUENCY=,955.01300,(CM**-1),CDDDD
MODE,104,FREQUENCY=,960.78592,(CM**-1),CDDDD
MODE,105,FREQUENCY=,997.40080,(CM**-1),CDDDD
MODE,106,FREQUENCY=,1016.54277,(CM**-1),CDDDD
MODE,107,FREQUENCY=,1021.19509,(CM**-1),CDDDD
MODE,108,FREQUENCY=,1027.13010,(CM**-1),CDDDD
MODE,109,FREQUENCY=,1034.06992,(CM**-1),CDDDD
MODE,110,FREQUENCY=,1035.17130,(CM**-1),CDDDD
MODE,111,FREQUENCY=,1038.59901,(CM**-1),CDDDD
MODE,112,FREQUENCY=,1047.67108,(CM**-1),CDDDD
MODE,113,FREQUENCY=,1054.68246,(CM**-1),CDDDD
MODE,114,FREQUENCY=,1064.05381,(CM**-1),CDDDD
MODE,115,FREQUENCY=,1069.36837,(CM**-1),CDDDD
MODE,116,FREQUENCY=,1072.14886,(CM**-1),CDDDD
MODE,117,FREQUENCY=,1077.94666,(CM**-1),CDDDD
MODE,118,FREQUENCY=,1081.90474,(CM**-1),CDDDD
MODE,119,FREQUENCY=,1085.15364,(CM**-1),CDDDD
MODE,120,FREQUENCY=,1089.93963,(CM**-1),CDDDD
MODE,121,FREQUENCY=,1092.84706,(CM**-1),CDDDD
MODE,122,FREQUENCY=,1101.48242,(CM**-1),CDDDD
MODE,123,FREQUENCY=,1103.61716,(CM**-1),CDDDD
MODE,124,FREQUENCY=,1174.90473,(CM**-1),CDDDD
MODE,125,FREQUENCY=,1183.69526,(CM**-1),CDDDD
MODE,126,FREQUENCY=,1205.76486,(CM**-1),CDDDD
MODE,127,FREQUENCY=,1268.26972,(CM**-1),CDDDD
MODE,128,FREQUENCY=,1274.14280,(CM**-1),CDDDD
MODE,129,FREQUENCY=,1301.47044,(CM**-1),CDDDD
MODE,130,FREQUENCY=,1305.91151,(CM**-1),CDDDD
MODE,131,FREQUENCY=,1309.60858,(CM**-1),CDDDD
MODE,132,FREQUENCY=,1356.78824,(CM**-1),CDDDD
MODE,133,FREQUENCY=,1361.82210,(CM**-1),CDDDD
MODE,134,FREQUENCY=,1367.59624,(CM**-1),CDDDD
MODE,135,FREQUENCY=,1393.39298,(CM**-1),CDDDD
MODE,136,FREQUENCY=,1404.78921,(CM**-1),CDDDD
MODE,137,FREQUENCY=,1410.57172,(CM**-1),CDDDD
MODE,138,FREQUENCY=,1428.63739,(CM**-1),CDDDD
MODE,139,FREQUENCY=,1441.09493,(CM**-1),CDDDD
MODE,140,FREQUENCY=,1444.09849,(CM**-1),CDDDD
MODE,141,FREQUENCY=,1448.09726,(CM**-1),CDDDD
MODE,142,FREQUENCY=,1482.26672,(CM**-1),CDDDD
MODE,143,FREQUENCY=,1493.18847,(CM**-1),CDDDD
MODE,144,FREQUENCY=,1494.11581,(CM**-1),CDDDD
MODE,145,FREQUENCY=,1494.72907,(CM**-1),CDDDD
MODE,146,FREQUENCY=,1497.84401,(CM**-1),CDDDD
MODE,147,FREQUENCY=,1498.80761,(CM**-1),CDDDD
MODE,148,FREQUENCY=,1501.16841,(CM**-1),CDDDD
MODE,149,FREQUENCY=,1501.31116,(CM**-1),CDDDD
MODE,150,FREQUENCY=,1506.96185,(CM**-1),CDDDD
MODE,151,FREQUENCY=,1509.00745,(CM**-1),CDDDD
MODE,152,FREQUENCY=,1509.42605,(CM**-1),CDDDD
MODE,153,FREQUENCY=,1509.89980,(CM**-1),CDDDD
MODE,154,FREQUENCY=,1513.84415,(CM**-1),CDDDD
MODE,155,FREQUENCY=,1526.36152,(CM**-1),CDDDD
MODE,156,FREQUENCY=,1532.09334,(CM**-1),CDDDD
MODE,157,FREQUENCY=,1550.70577,(CM**-1),CDDDD
MODE,158,FREQUENCY=,1552.88560,(CM**-1),CDDDD
MODE,159,FREQUENCY=,1600.32365,(CM**-1),CDDDD
MODE,160,FREQUENCY=,1630.73695,(CM**-1),CDDDD
MODE,161,FREQUENCY=,1633.92752,(CM**-1),CDDDD
MODE,162,FREQUENCY=,1636.07409,(CM**-1),CDDDD
MODE,163,FREQUENCY=,1676.59477,(CM**-1),CDDDD
MODE,164,FREQUENCY=,1730.00534,(CM**-1),CDDDD
MODE,165,FREQUENCY=,1737.26550,(CM**-1),CDDDD
MODE,166,FREQUENCY=,2202.00612,(CM**-1),CDDDD
MODE,167,FREQUENCY=,2391.21299,(CM**-1),CDDDD
MODE,168,FREQUENCY=,2404.32242,(CM**-1),CDDDD
MODE,169,FREQUENCY=,3059.06009,(CM**-1),CDDDD
MODE,170,FREQUENCY=,3061.36370,(CM**-1),CDDDD
MODE,171,FREQUENCY=,3062.11048,(CM**-1),CDDDD
MODE,172,FREQUENCY=,3066.27374,(CM**-1),CDDDD
MODE,173,FREQUENCY=,3066.45704,(CM**-1),CDDDD
MODE,174,FREQUENCY=,3066.94660,(CM**-1),CDDDD
MODE,175,FREQUENCY=,3120.82011,(CM**-1),CDDDD
MODE,176,FREQUENCY=,3126.70959,(CM**-1),CDDDD
MODE,177,FREQUENCY=,3129.26876,(CM**-1),CDDDD
MODE,178,FREQUENCY=,3132.43934,(CM**-1),CDDDD
MODE,179,FREQUENCY=,3135.13211,(CM**-1),CDDDD
MODE,180,FREQUENCY=,3135.97698,(CM**-1),CDDDD
MODE,181,FREQUENCY=,3139.60685,(CM**-1),CDDDD
MODE,182,FREQUENCY=,3152.26753,(CM**-1),CDDDD
MODE,183,FREQUENCY=,3163.20024,(CM**-1),CDDDD
MODE,184,FREQUENCY=,3168.64649,(CM**-1),CDDDD
MODE,185,FREQUENCY=,3168.85911,(CM**-1),CDDDD
MODE,186,FREQUENCY=,3172.82052,(CM**-1),CDDDD
MODE,187,FREQUENCY=,3204.42176,(CM**-1),CDDDD
MODE,188,FREQUENCY=,3279.38943,(CM**-1),CDDDD
MODE,189,FREQUENCY=,3298.61060,(CM**-1),CDDDD
MODE,190,FREQUENCY=,3299.58558,(CM**-1),CDDDD
MODE,191,FREQUENCY=,3314.43898,(CM**-1),CDDDD
MODE,192,FREQUENCY=,3389.84293,(CM**-1),CDDDD
MODE,193,FREQUENCY=,3659.80877,(CM**-1),CDDDD
MODE,194,FREQUENCY=,3662.88136,(CM**-1),CDDDD
MODE,195,FREQUENCY=,3696.79543,(CM**-1),CDDDD
13-1-1-1-1,,,,,
MODE,1,FREQUENCY=,-1162.62550,(CM**-1),QHHHH
MODE,8,FREQUENCY=,23.99598,(CM**-1),QHHHH
MODE,9,FREQUENCY=,32.08274,(CM**-1),QHHHH
MODE,10,FREQUENCY=,32.96613,(CM**-1),QHHHH
MODE,11,FREQUENCY=,36.46339,(CM**-1),QHHHH
MODE,12,FREQUENCY=,42.84704,(CM**-1),QHHHH
MODE,13,FREQUENCY=,46.17407,(CM**-1),QHHHH
MODE,14,FREQUENCY=,49.57254,(CM**-1),QHHHH
MODE,15,FREQUENCY=,51.92700,(CM**-1),QHHHH
MODE,16,FREQUENCY=,53.49286,(CM**-1),QHHHH
MODE,17,FREQUENCY=,58.98625,(CM**-1),QHHHH
MODE,18,FREQUENCY=,65.01359,(CM**-1),QHHHH
MODE,19,FREQUENCY=,67.55506,(CM**-1),QHHHH
MODE,20,FREQUENCY=,74.85257,(CM**-1),QHHHH
MODE,21,FREQUENCY=,76.45449,(CM**-1),QHHHH
MODE,22,FREQUENCY=,83.06096,(CM**-1),QHHHH
MODE,23,FREQUENCY=,89.02393,(CM**-1),QHHHH
MODE,24,FREQUENCY=,90.32815,(CM**-1),QHHHH
MODE,25,FREQUENCY=,96.75227,(CM**-1),QHHHH
MODE,26,FREQUENCY=,102.21943,(CM**-1),QHHHH
MODE,27,FREQUENCY=,107.29989,(CM**-1),QHHHH
MODE,28,FREQUENCY=,112.43112,(CM**-1),QHHHH
MODE,29,FREQUENCY=,114.21548,(CM**-1),QHHHH
MODE,30,FREQUENCY=,115.66544,(CM**-1),QHHHH
MODE,31,FREQUENCY=,122.18438,(CM**-1),QHHHH
MODE,32,FREQUENCY=,124.60115,(CM**-1),QHHHH
MODE,33,FREQUENCY=,127.31412,(CM**-1),QHHHH
MODE,34,FREQUENCY=,137.35460,(CM**-1),QHHHH
MODE,35,FREQUENCY=,138.53753,(CM**-1),QHHHH
MODE,36,FREQUENCY=,148.45546,(CM**-1),QHHHH
MODE,37,FREQUENCY=,153.45095,(CM**-1),QHHHH
MODE,38,FREQUENCY=,157.13948,(CM**-1),QHHHH
MODE,39,FREQUENCY=,160.35638,(CM**-1),QHHHH
MODE,40,FREQUENCY=,165.03316,(CM**-1),QHHHH
MODE,41,FREQUENCY=,168.57417,(CM**-1),QHHHH
MODE,42,FREQUENCY=,172.81930,(CM**-1),QHHHH
MODE,43,FREQUENCY=,175.35857,(CM**-1),QHHHH
MODE,44,FREQUENCY=,183.00927,(CM**-1),QHHHH
MODE,45,FREQUENCY=,183.83303,(CM**-1),QHHHH
MODE,46,FREQUENCY=,197.74272,(CM**-1),QHHHH
MODE,47,FREQUENCY=,199.21238,(CM**-1),QHHHH
MODE,48,FREQUENCY=,207.20257,(CM**-1),QHHHH
MODE,49,FREQUENCY=,221.43932,(CM**-1),QHHHH
MODE,50,FREQUENCY=,228.32221,(CM**-1),QHHHH
MODE,51,FREQUENCY=,245.54050,(CM**-1),QHHHH
MODE,52,FREQUENCY=,252.26725,(CM**-1),QHHHH
MODE,53,FREQUENCY=,271.17863,(CM**-1),QHHHH
MODE,54,FREQUENCY=,276.00158,(CM**-1),QHHHH
MODE,55,FREQUENCY=,279.85766,(CM**-1),QHHHH
MODE,56,FREQUENCY=,306.03631,(CM**-1),QHHHH
MODE,57,FREQUENCY=,324.23874,(CM**-1),QHHHH
MODE,58,FREQUENCY=,326.32835,(CM**-1),QHHHH
MODE,59,FREQUENCY=,328.41635,(CM**-1),QHHHH
MODE,60,FREQUENCY=,351.71477,(CM**-1),QHHHH
MODE,61,FREQUENCY=,358.68656,(CM**-1),QHHHH
MODE,62,FREQUENCY=,368.49179,(CM**-1),QHHHH
MODE,63,FREQUENCY=,372.58385,(CM**-1),QHHHH
MODE,64,FREQUENCY=,375.16878,(CM**-1),QHHHH
MODE,65,FREQUENCY=,389.39107,(CM**-1),QHHHH
MODE,66,FREQUENCY=,453.13947,(CM**-1),QHHHH
MODE,67,FREQUENCY=,482.41924,(CM**-1),QHHHH
MODE,68,FREQUENCY=,492.14182,(CM**-1),QHHHH
MODE,69,FREQUENCY=,513.38807,(CM**-1),QHHHH
MODE,70,FREQUENCY=,523.18230,(CM**-1),QHHHH
MODE,71,FREQUENCY=,526.02509,(CM**-1),QHHHH
MODE,72,FREQUENCY=,534.96618,(CM**-1),QHHHH
MODE,73,FREQUENCY=,550.16726,(CM**-1),QHHHH
MODE,74,FREQUENCY=,569.12080,(CM**-1),QHHHH
