series,run_name,rev1,rev2,rev3,gammaCDff2,gammaDDff2,f,ln(c/c0),ln(d/d0),DeltaCD,DeltaDD,central_rev1,central_rev2,central_rev3,central_gammaCDff2,central_gammaDDff2,solve_seconds,t_end,tmax,event_reached,f_stop
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8714285714285714,0.0009774918630212246,0.02820633779522905,1.7856457255894862,5.828901161225183,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8789915966386554,0.0009263072312718088,0.026696166865904498,1.6665957301376986,5.501241980295862,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8865546218487395,0.0008755336700926656,0.025187971521035697,1.5485878338632937,5.1760931530356915,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.8941176470588235,0.0008251637861212411,0.02368171052039245,1.4316066346855671,4.85341141497963,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.9016806722689076,0.0007751901604334371,0.02217733691213079,1.315635227436907,4.533154972320837,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.9092436974789916,0.0007256052904808291,0.02067479427433304,1.2006542449875628,4.215283981787154,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.9168067226890756,0.0006764014938091467,0.019174009351446468,1.0866402477702788,3.899761522349751,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.9243697478991596,0.0006275707210624477,0.017674876560930707,0.9735631952982394,3.5865546918742615,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.9319327731092437,0.0005791042475574773,0.016177220104726175,0.861382084760255,3.275635676461614,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
AOM_P,central,0.78,0.54,0.03,0.979,0.92,0.9394957983193277,0.0005309924251013296,0.01468074178957223,0.7500397286784198,2.9669841223907785,0.78,0.54,0.03,0.979,0.92,0.04102015495300293,205.87367754429093,500.0,True,0.095
